geoid,name,year,total_pop,plumbing,percent_lacking_plumbing
37023,"Burke County, North Carolina",2022,87881,77.0,0.087618484086435
37021,"Buncombe County, North Carolina",2022,273589,57.0,0.0208341709644759
39101,"Marion County, Ohio",2022,64642,51.0,0.078896073760094
40027,"Cleveland County, Oklahoma",2022,299587,60.0,0.0200275712898089
42071,"Lancaster County, Pennsylvania",2022,556629,451.0,0.0810234464966791
42043,"Dauphin County, Pennsylvania",2022,288800,62.0,0.0214681440443213
42027,"Centre County, Pennsylvania",2022,158425,235.0,0.1483351743727315
42063,"Indiana County, Pennsylvania",2022,82957,355.0,0.4279325433658401
45077,"Pickens County, South Carolina",2022,133462,234.0,0.1753308057724296
45041,"Florence County, South Carolina",2022,136721,124.0,0.0906956502658699
46103,"Pennington County, South Dakota",2022,114461,431.0,0.3765474703174007
48139,"Ellis County, Texas",2022,212182,396.0,0.1866322308207105
48491,"Williamson County, Texas",2022,671418,192.0,0.0285961949188136
48213,"Henderson County, Texas",2022,84511,348.0,0.4117807149365171
48005,"Angelina County, Texas",2022,87101,156.0,0.1791024213269652
48441,"Taylor County, Texas",2022,145163,17.0,0.0117109731818714
49057,"Weber County, Utah",2022,269561,0.0,0.0
49035,"Salt Lake County, Utah",2022,1186257,159.0,0.0134035036252683
51085,"Hanover County, Virginia",2022,112938,56.0,0.0495847279038056
51003,"Albemarle County, Virginia",2022,114534,41.0,0.0357972305167024
51019,"Bedford County, Virginia",2022,80848,190.0,0.2350089056006332
51015,"Augusta County, Virginia",2022,78064,0.0,0.0
51121,"Montgomery County, Virginia",2022,98915,46.0,0.0465045746347874
53005,"Benton County, Washington",2022,212791,74.0,0.0347759068757607
54033,"Harrison County, West Virginia",2022,64915,0.0,0.0
55111,"Sauk County, Wisconsin",2022,65777,87.0,0.1322650774586861
72097,"Mayagüez Municipio, Puerto Rico",2022,70609,54.0,0.0764775028679063
72031,"Carolina Municipio, Puerto Rico",2022,151571,679.0,0.4479748764605366
72113,"Ponce Municipio, Puerto Rico",2022,132138,533.0,0.403366177783832
10003,"New Castle County, Delaware",2022,575494,308.0,0.05351923738562
6089,"Shasta County, California",2022,180930,304.0,0.168020781517714
4013,"Maricopa County, Arizona",2022,4551524,3074.0,0.0675378181022444
12127,"Volusia County, Florida",2022,579192,550.0,0.0949598751363969
12101,"Pasco County, Florida",2022,608794,271.0,0.0445142363426709
12017,"Citrus County, Florida",2022,162529,63.0,0.038762313187185
12131,"Walton County, Florida",2022,83304,293.0,0.3517238067799865
12031,"Duval County, Florida",2022,1016536,542.0,0.0533183281261066
12053,"Hernando County, Florida",2022,206896,532.0,0.2571340190240507
17043,"DuPage County, Illinois",2022,920901,364.0,0.0395265071924126
17161,"Rock Island County, Illinois",2022,141527,0.0,0.0
13215,"Muscogee County, Georgia",2022,202616,0.0,0.0
13127,"Glynn County, Georgia",2022,85079,40.0,0.0470151271171499
1089,"Madison County, Alabama",2022,403565,97.0,0.0240357811009378
5007,"Benton County, Arkansas",2022,302863,174.0,0.0574517190941118
4015,"Mohave County, Arizona",2022,220816,335.0,0.15171002101297
4005,"Coconino County, Arizona",2022,144060,1700.0,1.1800638622796056
6083,"Santa Barbara County, California",2022,443837,219.0,0.0493424387782001
6111,"Ventura County, California",2022,832605,123.0,0.0147729115246725
6025,"Imperial County, California",2022,178713,254.0,0.1421273214595468
6065,"Riverside County, California",2022,2473902,1151.0,0.0465256909934184
6023,"Humboldt County, California",2022,135010,432.0,0.3199762980519961
8123,"Weld County, Colorado",2022,350176,379.0,0.1082312894087544
8069,"Larimer County, Colorado",2022,366778,238.0,0.0648893881312401
9110,"Capitol Planning Region, Connecticut",2022,981447,742.0,0.0756026560782192
39095,"Lucas County, Ohio",2022,426643,172.0,0.040314736208024
41039,"Lane County, Oregon",2022,382353,360.0,0.0941538316686412
42051,"Fayette County, Pennsylvania",2022,125755,45.0,0.0357838654526658
42055,"Franklin County, Pennsylvania",2022,156902,202.0,0.1287427821187748
44007,"Providence County, Rhode Island",2022,657288,590.0,0.089762782828836
45003,"Aiken County, South Carolina",2022,174150,147.0,0.0844099913867355
12095,"Orange County, Florida",2022,1452726,618.0,0.0425407131145171
26115,"Monroe County, Michigan",2022,155609,106.0,0.0681194532449922
18081,"Johnson County, Indiana",2022,165782,13.0,0.007841623336671
36061,"New York County, New York",2022,1596273,417.0,0.0261233510809241
36065,"Oneida County, New York",2022,228846,142.0,0.0620504618826634
8059,"Jefferson County, Colorado",2022,576143,471.0,0.0817505376269433
36009,"Cattaraugus County, New York",2022,76439,534.0,0.6985962663038501
22017,"Caddo Parish, Louisiana",2022,229025,121.0,0.0528326601899356
23031,"York County, Maine",2022,216732,0.0,0.0
23003,"Aroostook County, Maine",2022,67255,289.0,0.4297078284142443
2090,"Fairbanks North Star Borough, Alaska",2022,95356,1239.0,1.299341415327824
24037,"St. Mary's County, Maryland",2022,114877,393.0,0.3421050340799289
24017,"Charles County, Maryland",2022,170102,240.0,0.1410918154989359
24021,"Frederick County, Maryland",2022,287079,102.0,0.03553028957186
24043,"Washington County, Maryland",2022,155590,0.0,0.0
1043,"Cullman County, Alabama",2022,90665,0.0,0.0
1121,"Talladega County, Alabama",2022,80704,0.0,0.0
25025,"Suffolk County, Massachusetts",2022,766381,469.0,0.0611967154718084
25005,"Bristol County, Massachusetts",2022,580068,320.0,0.0551659460614962
27027,"Clay County, Minnesota",2022,65929,11.0,0.0166846152679397
29095,"Jackson County, Missouri",2022,716531,460.0,0.0641981993800687
29183,"St. Charles County, Missouri",2022,413803,391.0,0.0944894067950208
33017,"Strafford County, New Hampshire",2022,132275,145.0,0.1096201096201096
34009,"Cape May County, New Jersey",2022,95634,73.0,0.0763326850283372
34015,"Gloucester County, New Jersey",2022,306601,256.0,0.083496139934312
34003,"Bergen County, New Jersey",2022,952997,354.0,0.037145972127929
34019,"Hunterdon County, New Jersey",2022,129777,0.0,0.0
35045,"San Juan County, New Mexico",2022,120418,490.0,0.406915909581624
36045,"Jefferson County, New York",2022,116637,71.0,0.0608726218952819
36019,"Clinton County, New York",2022,78753,0.0,0.0
37129,"New Hanover County, North Carolina",2022,234921,490.0,0.2085807569353102
37119,"Mecklenburg County, North Carolina",2022,1145392,512.0,0.0447008535069216
37089,"Henderson County, North Carolina",2022,118106,0.0,0.0
37155,"Robeson County, North Carolina",2022,116663,67.0,0.0574303763832577
38017,"Cass County, North Dakota",2022,192734,0.0,0.0
13185,"Lowndes County, Georgia",2022,119739,55.0,0.0459332381262579
15003,"Honolulu County, Hawaii",2022,995638,945.0,0.0949140149331383
15001,"Hawaii County, Hawaii",2022,206315,1225.0,0.5937522720112449
21029,"Bullitt County, Kentucky",2022,83836,94.0,0.1121236700224247
21067,"Fayette County, Kentucky",2022,320347,61.0,0.019041851492288
45007,"Anderson County, South Carolina",2022,209581,324.0,0.1545941664559287
45083,"Spartanburg County, South Carolina",2022,345831,127.0,0.0367231393368437
47155,"Sevier County, Tennessee",2022,98789,117.0,0.1184342386298069
47147,"Robertson County, Tennessee",2022,75470,0.0,0.0
48167,"Galveston County, Texas",2022,357117,507.0,0.1419702786481741
48479,"Webb County, Texas",2022,267780,252.0,0.0941071028456195
48409,"San Patricio County, Texas",2022,69954,108.0,0.1543871687108671
48141,"El Paso County, Texas",2022,868763,772.0,0.0888619796192977
48245,"Jefferson County, Texas",2022,250830,223.0,0.0889048359446637
49005,"Cache County, Utah",2022,140173,213.0,0.1519550840746791
51095,"James City County, Virginia",2022,81199,43.0,0.0529563171960245
51153,"Prince William County, Virginia",2022,486943,366.0,0.0751628013956458
51059,"Fairfax County, Virginia",2022,1138331,217.0,0.01906299661522
53073,"Whatcom County, Washington",2022,230677,720.0,0.3121247458567607
53067,"Thurston County, Washington",2022,298758,558.0,0.1867732412186452
53033,"King County, Washington",2022,2266789,818.0,0.0360862876959434
5069,"Jefferson County, Arkansas",2022,64246,0.0,0.0
6039,"Madera County, California",2022,160256,0.0,0.0
6047,"Merced County, California",2022,290014,32.0,0.0110339500851683
6103,"Tehama County, California",2022,65245,97.0,0.1486703961989424
6115,"Yuba County, California",2022,84310,0.0,0.0
12001,"Alachua County, Florida",2022,284030,580.0,0.2042037812907087
12073,"Leon County, Florida",2022,297369,245.0,0.082389220127182
12023,"Columbia County, Florida",2022,71908,0.0,0.0
13089,"DeKalb County, Georgia",2022,762820,537.0,0.0703966859809653
13139,"Hall County, Georgia",2022,212692,0.0,0.0
13153,"Houston County, Georgia",2022,169631,150.0,0.0884272332297752
13157,"Jackson County, Georgia",2022,83936,0.0,0.0
13013,"Barrow County, Georgia",2022,89299,0.0,0.0
13113,"Fayette County, Georgia",2022,122030,0.0,0.0
48469,"Victoria County, Texas",2022,91065,43.0,0.0472190193817602
48471,"Walker County, Texas",2022,78870,27.0,0.0342335488779003
22103,"St. Tammany Parish, Louisiana",2022,273263,225.0,0.0823382602108591
22073,"Ouachita Parish, Louisiana",2022,157702,138.0,0.0875068166541958
22097,"St. Landry Parish, Louisiana",2022,81773,359.0,0.4390202144962273
24027,"Howard County, Maryland",2022,335411,68.0,0.0202736344365569
27053,"Hennepin County, Minnesota",2022,1260121,1035.0,0.0821349695783182
27013,"Blue Earth County, Minnesota",2022,69631,0.0,0.0
28089,"Madison County, Mississippi",2022,111113,22.0,0.0197996634057221
28081,"Lee County, Mississippi",2022,82959,143.0,0.1723743053797659
28073,"Lamar County, Mississippi",2022,65783,37.0,0.0562455345606007
30063,"Missoula County, Montana",2022,121041,232.0,0.1916705909567832
30049,"Lewis and Clark County, Montana",2022,73832,235.0,0.3182901722830209
34027,"Morris County, New Jersey",2022,511151,426.0,0.0833413218403172
36091,"Saratoga County, New York",2022,238797,291.0,0.1218608273973291
37027,"Caldwell County, North Carolina",2022,80492,0.0,0.0
41005,"Clackamas County, Oregon",2022,423177,307.0,0.0725464758245367
41047,"Marion County, Oregon",2022,346703,96.0,0.0276894056296022
45085,"Sumter County, South Carolina",2022,104012,22.0,0.0211514056070453
45035,"Dorchester County, South Carolina",2022,166133,108.0,0.065008156115883
45015,"Berkeley County, South Carolina",2022,245117,137.0,0.0558916762199276
45075,"Orangeburg County, South Carolina",2022,83094,264.0,0.3177124702144559
45055,"Kershaw County, South Carolina",2022,67751,14.0,0.0206639016398281
45059,"Laurens County, South Carolina",2022,67965,0.0,0.0
47093,"Knox County, Tennessee",2022,494574,154.0,0.031137908583953
47189,"Wilson County, Tennessee",2022,158555,0.0,0.0
47119,"Maury County, Tennessee",2022,108159,331.0,0.3060309359369076
48091,"Comal County, Texas",2022,184642,189.0,0.1023602430649581
48453,"Travis County, Texas",2022,1326436,1079.0,0.0813458018328815
24033,"Prince George's County, Maryland",2022,946971,671.0,0.0708575025000765
24015,"Cecil County, Maryland",2022,104942,0.0,0.0
1101,"Montgomery County, Alabama",2022,226361,102.0,0.0450607657679547
1095,"Marshall County, Alabama",2022,99423,33.0,0.0331915150417911
25017,"Middlesex County, Massachusetts",2022,1617105,1046.0,0.0646834930323015
25027,"Worcester County, Massachusetts",2022,862927,779.0,0.0902741483346795
32003,"Clark County, Nevada",2022,2322985,1748.0,0.0752480106414806
34033,"Salem County, New Jersey",2022,65117,0.0,0.0
34021,"Mercer County, New Jersey",2022,380688,59.0,0.0154982557895179
36013,"Chautauqua County, New York",2022,126027,367.0,0.291207439675625
37019,"Brunswick County, North Carolina",2022,153064,0.0,0.0
39061,"Hamilton County, Ohio",2022,825037,942.0,0.1141766975299289
41035,"Klamath County, Oregon",2022,70212,34.0,0.0484247706944681
42133,"York County, Pennsylvania",2022,461058,188.0,0.0407757809212723
42095,"Northampton County, Pennsylvania",2022,318526,45.0,0.0141275751430024
45019,"Charleston County, South Carolina",2022,419279,238.0,0.0567641117251281
47157,"Shelby County, Tennessee",2022,916371,252.0,0.0274997790196328
48203,"Harrison County, Texas",2022,69955,14.0,0.02001286541348
48037,"Bowie County, Texas",2022,92035,0.0,0.0
49045,"Tooele County, Utah",2022,79934,0.0,0.0
53011,"Clark County, Washington",2022,516779,595.0,0.1151362574717625
53045,"Mason County, Washington",2022,68166,102.0,0.1496347152539389
4025,"Yavapai County, Arizona",2022,246191,203.0,0.082456304251577
49011,"Davis County, Utah",2022,369948,54.0,0.0145966460151156
51161,"Roanoke County, Virginia",2022,96914,301.0,0.3105846420537796
53077,"Yakima County, Washington",2022,257001,347.0,0.1350189298874323
53041,"Lewis County, Washington",2022,85370,59.0,0.0691109288977392
54081,"Raleigh County, West Virginia",2022,72882,89.0,0.1221151999121868
55133,"Waukesha County, Wisconsin",2022,410434,116.0,0.0282627657552736
1003,"Baldwin County, Alabama",2022,246435,257.0,0.1042871345385192
6073,"San Diego County, California",2022,3276208,1366.0,0.0416945444245298
6081,"San Mateo County, California",2022,729181,322.0,0.0441591319576346
6017,"El Dorado County, California",2022,192646,177.0,0.0918783675757607
6007,"Butte County, California",2022,207303,368.0,0.1775179326879012
9170,"South Central Connecticut Planning Region, Connecticut",2022,573244,642.0,0.1119941944442506
4021,"Pinal County, Arizona",2022,464154,424.0,0.0913489919294027
13073,"Columbia County, Georgia",2022,162419,641.0,0.3946582604251966
13313,"Whitfield County, Georgia",2022,103132,0.0,0.0
26121,"Muskegon County, Michigan",2022,176565,44.0,0.0249200011327273
40125,"Pottawatomie County, Oklahoma",2022,73533,19.0,0.0258387390695334
8013,"Boulder County, Colorado",2022,327468,48.0,0.0146579207739382
22045,"Iberia Parish, Louisiana",2022,68327,0.0,0.0
22019,"Calcasieu Parish, Louisiana",2022,202418,96.0,0.0474266122578031
42029,"Chester County, Pennsylvania",2022,545823,293.0,0.0536804055527158
26163,"Wayne County, Michigan",2022,1757043,2943.0,0.1674973236283915
36047,"Kings County, New York",2022,2590516,1117.0,0.0431188226592694
26055,"Grand Traverse County, Michigan",2022,96464,27.0,0.0279897163708741
21059,"Daviess County, Kentucky",2022,103222,0.0,0.0
12083,"Marion County, Florida",2022,396415,256.0,0.0645787873819103
13151,"Henry County, Georgia",2022,248364,420.0,0.1691066338116635
20161,"Riley County, Kansas",2022,71108,46.0,0.0646903302019463
21151,"Madison County, Kentucky",2022,95187,98.0,0.102955235483837
22071,"Orleans Parish, Louisiana",2022,369749,30.0,0.0081136122072
27145,"Stearns County, Minnesota",2022,160405,53.0,0.0330413640472553
34035,"Somerset County, New Jersey",2022,346875,240.0,0.0691891891891891
37101,"Johnston County, North Carolina",2022,234778,322.0,0.1371508403683479
40145,"Wagoner County, Oklahoma",2022,86644,51.0,0.0588615484049674
42091,"Montgomery County, Pennsylvania",2022,864683,272.0,0.0314566147362675
42013,"Blair County, Pennsylvania",2022,121032,236.0,0.1949897547755965
42033,"Clearfield County, Pennsylvania",2022,77904,49.0,0.0628979256520846
45047,"Greenwood County, South Carolina",2022,69267,30.0,0.0433106674173849
47063,"Hamblen County, Tennessee",2022,65168,0.0,0.0
48135,"Ector County, Texas",2022,160869,85.0,0.0528380234849473
51041,"Chesterfield County, Virginia",2022,378408,650.0,0.1717722669710999
51177,"Spotsylvania County, Virginia",2022,146688,135.0,0.0920320680628272
54039,"Kanawha County, West Virginia",2022,175515,150.0,0.0854627809588924
17097,"Lake County, Illinois",2022,709150,252.0,0.0355355002467743
6059,"Orange County, California",2022,3151184,1202.0,0.0381443927108033
6041,"Marin County, California",2022,256018,533.0,0.2081884867470256
6085,"Santa Clara County, California",2022,1870945,134.0,0.0071621560227585
6077,"San Joaquin County, California",2022,793229,184.0,0.0231963279204365
6019,"Fresno County, California",2022,1015190,224.0,0.0220648351540105
9180,"Southeastern Connecticut Planning Region, Connecticut",2022,280403,164.0,0.0584872487098925
41019,"Douglas County, Oregon",2022,112297,0.0,0.0
41051,"Multnomah County, Oregon",2022,795083,344.0,0.0432659231803472
42111,"Somerset County, Pennsylvania",2022,72710,124.0,0.1705405033695502
42101,"Philadelphia County, Pennsylvania",2022,1567258,1164.0,0.0742698394265653
36111,"Ulster County, New York",2022,182319,75.0,0.0411366889901765
37193,"Wilkes County, North Carolina",2022,65784,73.0,0.1109692326401556
41003,"Benton County, Oregon",2022,97630,55.0,0.0563351428864078
47059,"Greene County, Tennessee",2022,71405,0.0,0.0
47187,"Williamson County, Tennessee",2022,260815,149.0,0.057128616068861
47037,"Davidson County, Tennessee",2022,708144,404.0,0.0570505433923043
48339,"Montgomery County, Texas",2022,678490,1001.0,0.1475334934929033
53021,"Franklin County, Washington",2022,98678,0.0,0.0
53025,"Grant County, Washington",2022,101311,81.0,0.0799518314891769
6053,"Monterey County, California",2022,432858,153.0,0.035346464660466
18089,"Lake County, Indiana",2022,499689,339.0,0.0678421978470608
36081,"Queens County, New York",2022,2278029,1891.0,0.0830103567601641
8005,"Arapahoe County, Colorado",2022,655808,241.0,0.0367485605543085
24025,"Harford County, Maryland",2022,263867,267.0,0.1011873405920406
1117,"Shelby County, Alabama",2022,230115,162.0,0.070399582817287
25011,"Franklin County, Massachusetts",2022,70894,0.0,0.0
37133,"Onslow County, North Carolina",2022,207298,67.0,0.0323206205559146
42125,"Washington County, Pennsylvania",2022,210383,90.0,0.0427791218872247
45073,"Oconee County, South Carolina",2022,80180,0.0,0.0
22105,"Tangipahoa Parish, Louisiana",2022,137048,178.0,0.1298815013717821
24001,"Allegany County, Maryland",2022,67267,23.0,0.034192100138255
32031,"Washoe County, Nevada",2022,496745,177.0,0.0356319640862011
33015,"Rockingham County, New Hampshire",2022,319424,490.0,0.1534011220196353
33009,"Grafton County, New Hampshire",2022,91126,198.0,0.2172815661830871
34001,"Atlantic County, New Jersey",2022,275638,263.0,0.0954150008344277
15007,"Kauai County, Hawaii",2022,73810,26.0,0.0352255791898116
48215,"Hidalgo County, Texas",2022,888367,1646.0,0.1852837847421167
51069,"Frederick County, Virginia",2022,95051,0.0,0.0
51165,"Rockingham County, Virginia",2022,85397,0.0,0.0
53057,"Skagit County, Washington",2022,131179,390.0,0.2973036842787336
5145,"White County, Arkansas",2022,77755,0.0,0.0
5085,"Lonoke County, Arkansas",2022,75225,0.0,0.0
12105,"Polk County, Florida",2022,787404,509.0,0.0646428009001732
12055,"Highlands County, Florida",2022,105618,194.0,0.1836808119828059
49049,"Utah County, Utah",2022,702434,79.0,0.0112466082222671
22063,"Livingston Parish, Louisiana",2022,148425,881.0,0.5935657739599125
28049,"Hinds County, Mississippi",2022,217730,168.0,0.0771597850548844
12009,"Brevard County, Florida",2022,630693,416.0,0.0659591909217321
4027,"Yuma County, Arizona",2022,207842,269.0,0.129425236477709
5131,"Sebastian County, Arkansas",2022,129059,49.0,0.0379671313120355
6013,"Contra Costa County, California",2022,1156966,1354.0,0.1170302325219582
9130,"Lower Connecticut River Valley Planning Region, Connecticut",2022,176622,84.0,0.0475591942113666
16083,"Twin Falls County, Idaho",2022,93696,44.0,0.0469603825136612
26147,"St. Clair County, Michigan",2022,160151,52.0,0.0324693570442894
36103,"Suffolk County, New York",2022,1525465,734.0,0.0481164759597893
23005,"Cumberland County, Maine",2022,307451,61.0,0.0198405599591479
29189,"St. Louis County, Missouri",2022,990414,876.0,0.0884478611974386
30029,"Flathead County, Montana",2022,111814,15.0,0.013415135850609
51179,"Stafford County, Virginia",2022,163380,0.0,0.0
13021,"Bibb County, Georgia",2022,156197,228.0,0.1459695128587617
37159,"Rowan County, North Carolina",2022,149645,271.0,0.1810952587791105
48041,"Brazos County, Texas",2022,242014,34.0,0.0140487740378655
72127,"San Juan Municipio, Puerto Rico",2022,334776,577.0,0.1723540516643965
12057,"Hillsborough County, Florida",2022,1513301,2047.0,0.1352672072509038
13051,"Chatham County, Georgia",2022,301107,29.0,0.0096311278050659
1049,"DeKalb County, Alabama",2022,71998,62.0,0.0861135031528653
6033,"Lake County, California",2022,68191,30.0,0.0439940754645041
42017,"Bucks County, Pennsylvania",2022,645054,238.0,0.036896135827388
45013,"Beaufort County, South Carolina",2022,196371,99.0,0.0504147761125624
36063,"Niagara County, New York",2022,210880,0.0,0.0
36119,"Westchester County, New York",2022,990427,252.0,0.0254435713081327
36105,"Sullivan County, New York",2022,79658,0.0,0.0
8001,"Adams County, Colorado",2022,527575,208.0,0.039425674074776
1073,"Jefferson County, Alabama",2022,665409,611.0,0.0918232245130438
29037,"Cass County, Missouri",2022,110394,0.0,0.0
34031,"Passaic County, New Jersey",2022,513936,0.0,0.0
37141,"Pender County, North Carolina",2022,65737,31.0,0.0471576129120586
47165,"Sumner County, Tennessee",2022,203858,0.0,0.0
48427,"Starr County, Texas",2022,65728,34.0,0.051728334956183
53015,"Cowlitz County, Washington",2022,111956,228.0,0.2036514344921219
5045,"Faulkner County, Arkansas",2022,127665,250.0,0.1958250107703756
12117,"Seminole County, Florida",2022,478772,128.0,0.0267350638717385
22015,"Bossier Parish, Louisiana",2022,129276,49.0,0.0379034004764998
40101,"Muskogee County, Oklahoma",2022,66354,86.0,0.1296078608674684
42097,"Northumberland County, Pennsylvania",2022,90133,31.0,0.0343936183195943
47001,"Anderson County, Tennessee",2022,78913,0.0,0.0
48381,"Randall County, Texas",2022,146140,77.0,0.052689202134939
6079,"San Luis Obispo County, California",2022,282013,227.0,0.0804927432423328
6057,"Nevada County, California",2022,102293,302.0,0.2952303676693419
17197,"Will County, Illinois",2022,696757,720.0,0.1033358832419337
36113,"Warren County, New York",2022,65599,34.0,0.0518300583850363
36075,"Oswego County, New York",2022,118287,20.0,0.0169080287774649
44005,"Newport County, Rhode Island",2022,84481,0.0,0.0
54011,"Cabell County, West Virginia",2022,92730,67.0,0.0722527768791114
16005,"Bannock County, Idaho",2022,89517,0.0,0.0
22079,"Rapides Parish, Louisiana",2022,127189,184.0,0.1446665985266021
35043,"Sandoval County, New Mexico",2022,153501,267.0,0.1739402349170363
47149,"Rutherford County, Tennessee",2022,360619,69.0,0.0191337672169242
48187,"Guadalupe County, Texas",2022,182760,66.0,0.036112934996717
12103,"Pinellas County, Florida",2022,961739,510.0,0.0530289402842143
48355,"Nueces County, Texas",2022,351674,134.0,0.0381034708280964
12069,"Lake County, Florida",2022,410139,403.0,0.0982593706036246
27171,"Wright County, Minnesota",2022,148003,0.0,0.0
41043,"Linn County, Oregon",2022,130467,248.0,0.19008638199698
48029,"Bexar County, Texas",2022,2059530,1060.0,0.0514680533908221
48423,"Smith County, Texas",2022,241922,259.0,0.1070593001049925
11001,"District of Columbia, District of Columbia",2022,671803,188.0,0.0279843942346193
12089,"Nassau County, Florida",2022,97899,0.0,0.0
6087,"Santa Cruz County, California",2022,264370,334.0,0.1263380867723266
36059,"Nassau County, New York",2022,1383726,827.0,0.0597661675794196
25009,"Essex County, Massachusetts",2022,806765,182.0,0.0225592334818689
29099,"Jefferson County, Missouri",2022,229336,125.0,0.0545051801723235
34013,"Essex County, New Jersey",2022,849477,211.0,0.0248388125870388
18157,"Tippecanoe County, Indiana",2022,188717,140.0,0.0741851555503743
45045,"Greenville County, South Carolina",2022,547950,204.0,0.0372296742403504
48061,"Cameron County, Texas",2022,425208,974.0,0.2290643637937197
22033,"East Baton Rouge Parish, Louisiana",2022,450544,222.0,0.0492737668241059
48039,"Brazoria County, Texas",2022,388181,171.0,0.044051615097081
53035,"Kitsap County, Washington",2022,277673,61.0,0.0219682864376442
