date_stock,Open
2018-06-07,21.076668
2018-12-11,24.660667
2021-11-08,383.263336
2010-07-20,1.456667
2011-06-16,1.844667
2016-02-24,11.516667
2021-03-23,225.256668
2016-01-20,13.293333
2022-04-19,335.019989
2016-09-15,13.099333
2016-12-07,12.41
2012-08-31,1.907333
2016-08-23,14.954667
2013-08-16,9.442
2013-10-07,12.164
2017-12-11,20.975332
2017-05-23,20.697332
2015-10-28,14.087333
2013-07-17,7.101333
2017-01-31,16.615999
2010-11-05,1.658
2013-09-10,10.763333
2014-02-04,12.046667
2014-12-08,14.769333
2015-12-10,14.980667
2015-02-19,13.666667
2011-06-17,1.791333
2021-06-02,206.710007
2016-07-19,15.0
2020-03-10,43.962002
2017-12-13,22.728666
2012-12-20,2.300667
2010-12-21,2.12
2021-12-15,317.736664
2016-10-27,14.089333
2011-04-26,1.777333
2018-04-06,20.066668
2015-08-18,17.025333
2015-04-15,13.830667
2013-03-25,2.473333
2022-01-11,351.223328
2018-02-02,23.229334
2021-10-28,356.103333
2020-03-12,38.726002
2019-12-09,22.439333
2015-03-31,12.902
2012-12-12,2.347333
2016-04-26,16.803333
2011-02-18,1.555333
2015-01-22,13.133333
2012-11-08,2.067333
2021-08-18,223.25
2012-07-03,2.04
2012-02-22,2.3
2017-01-20,16.364
2015-09-16,16.869333
2011-12-29,1.906
2011-03-04,1.632
2015-03-02,13.513333
2010-08-25,1.277333
2022-05-17,249.119995
2013-04-15,2.9
2021-02-04,285.0
2011-11-17,2.3
2020-03-17,29.334
2022-03-07,285.433319
2021-05-25,202.436661
2018-09-06,18.986668
2013-10-25,11.614
2019-10-11,16.476667
2012-03-22,2.331333
2019-07-23,17.114
2016-08-09,15.121333
2011-09-15,1.638667
2017-03-03,16.716
2011-04-01,1.83
2020-01-30,42.161331
2018-03-26,20.489332
2016-02-22,11.341333
2016-01-27,12.825333
2015-10-19,15.1
2022-03-29,369.329987
2019-07-19,17.046
2020-12-08,208.503326
2018-10-22,17.378668
2017-09-13,24.254667
2012-06-25,2.262667
2013-07-11,8.325333
2022-06-28,244.483337
2010-08-30,1.313333
2019-03-05,18.799999
2011-05-13,1.866667
2020-12-30,224.0
2012-02-28,2.242667
2010-07-09,1.172
2015-06-25,17.763332
2013-02-28,2.392667
2010-09-24,1.33
2021-06-28,223.880005
2020-10-21,140.899994
2010-07-08,1.076
2015-04-28,15.65
2010-09-08,1.377333
2013-10-01,12.930667
2013-04-05,2.8
2017-04-17,20.18
2021-01-28,273.333344
2016-06-27,12.724
2011-01-27,1.649333
2013-08-21,10.0
2019-08-30,15.276667
2022-02-01,311.736664
2020-05-15,52.689999
2012-12-19,2.316667
2013-07-03,7.866667
2010-07-30,1.346667
2014-06-17,14.940667
2021-08-26,236.103333
2018-11-20,22.783333
2022-06-24,237.470001
2016-06-13,14.633333
2020-12-24,214.330002
2019-08-14,15.414
2017-09-27,23.326668
2022-08-30,287.869995
2010-12-15,1.911333
2021-04-29,233.169998
2014-09-25,16.834667
2015-05-26,16.511999
2017-08-08,23.835333
2020-06-24,66.274002
2021-11-22,387.443329
2014-06-27,15.646
2014-10-21,15.618
2014-08-19,17.257999
2022-03-31,364.856659
2018-11-09,23.266666
2012-01-31,1.993333
2020-10-22,147.306671
2016-11-10,12.736667
2022-08-18,306.0
2015-02-09,14.358667
2016-03-28,15.440667
2020-05-14,52.0
2015-12-07,15.18
2013-03-11,2.591333
2017-02-01,16.870001
2016-01-04,15.381333
2021-05-19,184.183334
2019-12-06,22.333332
2015-01-16,12.713333
2017-07-03,24.682667
2011-05-02,1.84
2019-05-31,12.34
2017-12-08,20.973333
2020-08-27,145.363998
2020-12-11,205.003326
2012-09-04,1.901333
2018-06-05,19.846666
2014-03-04,17.232
2011-10-07,1.798667
2013-06-12,6.453333
2017-06-14,25.406
2012-03-13,2.434
2015-09-10,16.482
2017-07-31,22.366667
2012-11-29,2.229333
2020-12-03,196.67334
2013-10-10,11.539333
2019-01-07,21.448
2011-02-03,1.588
2020-09-23,135.053329
2010-09-03,1.391333
2016-11-29,13.037333
2016-11-03,12.6
2019-04-24,17.59
2021-11-04,411.470001
2013-06-26,6.92
2021-09-21,244.929993
2010-09-15,1.398667
2012-03-27,2.477333
2014-04-16,13.133333
2015-02-12,12.904667
2011-02-16,1.54
2018-04-19,19.405333
2017-11-02,20.008667
2015-09-01,16.022667
2015-10-21,14.132667
2019-12-24,27.890667
2013-03-22,2.413333
2021-10-15,274.579987
2021-03-12,223.333328
2022-04-14,333.09668
2013-06-06,6.35
2014-10-16,14.648
2011-09-02,1.577333
2014-10-27,15.616667
2017-05-17,20.959333
2020-12-09,217.896667
2019-04-11,17.886667
2018-08-17,21.566668
2017-08-31,23.57
2011-07-27,1.9
2015-04-08,13.88
2012-08-06,1.836667
2021-06-17,200.630005
2011-05-23,1.841333
2012-02-03,2.027333
2020-03-16,31.299999
2012-11-05,1.986667
2021-07-13,228.773331
2013-09-04,11.318
2015-12-11,15.016
2012-03-30,2.501333
2016-04-07,17.763332
2020-10-02,140.463333
2018-03-13,21.907333
2016-05-04,15.352667
2017-07-19,21.882
2022-02-28,271.670013
2021-11-26,366.48999
2015-04-22,14.166667
2015-08-11,15.81
2019-11-08,22.299999
2014-02-03,12.192667
2019-12-10,22.664
2020-02-21,60.465332
2014-01-24,11.856667
2017-06-16,25.198668
2021-02-16,272.666656
2019-06-05,13.245333
2013-12-02,8.423333
2018-06-28,23.243999
2017-08-21,23.054667
2020-05-22,54.811333
2016-08-26,14.809333
2011-03-22,1.515333
2020-08-03,96.613335
2022-09-07,273.100006
2019-07-30,15.526667
2014-07-22,14.812667
2017-04-07,19.833332
2020-03-20,29.213333
2013-06-27,7.116667
2017-07-06,21.150667
2016-07-15,14.834667
2011-06-28,1.852667
2012-10-10,1.892667
2018-04-05,19.289333
2016-10-13,13.366667
2019-10-09,16.087999
2013-06-28,7.238
2014-06-13,13.652
2020-06-25,63.618
2010-12-03,2.134
2018-06-18,23.693333
2016-10-07,13.4
2016-06-20,14.633333
2011-10-04,1.552667
2017-11-08,20.366667
2020-11-20,165.996674
2011-06-15,1.896
2016-01-29,12.663333
2013-10-31,10.378
2021-10-26,341.563324
2011-02-23,1.478667
2021-11-12,349.166656
2018-04-18,19.405333
2017-03-17,17.6
2013-01-24,2.4
2014-07-16,14.788
2015-04-02,12.682
2013-08-27,10.82
2013-02-26,2.297333
2021-01-22,278.103333
2019-07-24,17.278
2011-09-28,1.733333
2014-04-23,14.422
2015-01-08,14.187333
2015-03-25,13.218
2017-09-14,24.288668
2012-02-10,2.150667
2020-04-17,51.485332
2018-08-28,21.227333
2021-05-05,227.020004
2020-03-25,36.349998
2013-11-21,8.192667
2010-08-19,1.236
2021-03-18,228.096664
2011-12-02,2.188667
2021-12-03,361.59668
2012-02-27,2.227333
2016-04-15,16.754
2014-11-18,17.057333
2020-09-02,159.66333
2013-12-13,9.87
2010-12-31,1.771333
2015-11-11,14.518
2022-03-22,310.0
2018-11-28,23.066
2020-06-09,62.667332
2020-11-11,138.816666
2017-12-26,21.588667
2013-03-27,2.529333
2010-12-27,1.868
2016-12-06,12.368
2011-10-18,1.82
2010-09-17,1.401333
2021-02-22,254.213333
2011-04-18,1.675333
2019-12-05,22.188667
2022-05-18,248.17334
2013-11-05,12.0
2015-12-29,15.337333
2022-05-16,255.720001
2016-06-02,14.639333
2017-02-23,17.6
2017-08-25,23.615999
2013-11-15,9.123333
2017-06-30,24.247334
2012-02-08,2.106667
2021-04-15,247.699997
2015-09-08,16.336666
2017-07-12,22.026667
2018-08-29,20.684668
2012-12-21,2.262667
2020-02-27,48.666668
2018-11-08,23.233334
2020-07-31,101.0
2019-10-31,20.873333
2010-10-22,1.378667
2021-06-29,228.21666
2019-06-20,14.866667
2018-04-16,19.933332
2013-09-23,12.298667
2015-05-12,16.007334
2020-03-18,25.933332
2010-12-06,2.09
2014-09-24,16.741333
2020-12-14,206.333328
2013-04-24,3.393333
2018-06-11,21.500668
2018-08-27,21.200001
2011-12-15,1.911333
2018-08-10,23.6
2021-06-15,205.563339
2018-08-31,20.133333
2011-02-07,1.550667
2022-05-02,286.92334
2010-11-17,2.013333
2019-06-13,14.025333
2015-07-17,18.166668
2016-03-21,15.689333
2018-12-26,20.0
2020-01-16,32.916668
2014-11-19,16.707333
2011-05-27,1.969333
2013-12-17,9.838667
2021-02-26,233.333328
2018-07-20,21.415333
2017-11-07,20.068001
2016-11-30,12.733333
2020-12-10,191.456665
2017-05-19,21.033333
2012-09-13,1.904667
2014-07-31,15.284
2011-05-19,1.802
2020-02-03,44.912666
2015-08-14,16.482668
2016-12-16,13.205333
2012-10-08,1.924
2017-08-02,21.262667
2022-09-19,300.089996
2018-07-05,20.917334
2011-06-30,1.9
2013-08-02,8.972667
2012-05-29,2.000667
2015-08-04,17.334
2020-03-27,33.666668
2019-08-15,14.724
2011-01-13,1.797333
2018-02-05,22.531334
2015-01-07,14.223333
2013-02-07,2.612667
2017-06-02,22.651333
2016-10-26,13.4
2021-11-19,366.290009
2019-05-24,13.322
2013-02-04,2.56
2013-06-25,6.873333
2012-12-05,2.254667
2021-07-07,221.42334
2018-12-28,21.540001
2022-07-28,280.066681
2018-05-08,20.053333
2017-11-24,20.919333
2019-04-10,18.449333
2015-08-25,15.368
2018-07-18,21.666668
2016-04-04,16.608
2014-06-25,15.536667
2010-10-01,1.379333
2015-11-03,14.256667
2014-08-14,17.499332
2018-10-23,17.591333
2013-04-19,3.164
2011-03-09,1.644
2015-11-05,15.372
2021-05-14,194.470001
2013-10-22,11.366667
2012-01-20,1.793333
2019-05-17,14.797333
2018-02-28,23.504667
2022-02-14,287.190002
2015-06-15,16.646667
2020-10-01,146.919998
2014-07-02,16.044001
2016-12-14,13.249333
2013-07-01,7.290667
2017-04-27,20.779333
2015-09-29,16.697332
2012-12-06,2.254667
2010-10-28,1.426
2017-12-06,20.006666
2018-10-17,18.826668
2014-12-23,14.920667
2020-03-30,34.017334
2020-06-04,59.325333
2011-11-11,2.126667
2018-03-02,21.798668
2014-04-22,13.757333
2020-10-13,147.78334
2012-07-26,1.993333
2018-09-28,18.017332
2014-11-10,15.940667
2010-10-15,1.392667
2016-08-05,15.333333
2022-07-13,225.5
2011-11-09,2.058
2012-05-14,2.128
2013-05-09,4.674667
2014-09-02,18.366667
2022-07-29,280.700012
2018-02-09,21.328667
2021-04-23,239.933334
2013-03-26,2.532
2020-11-24,180.133331
2013-06-18,6.783333
2020-11-19,164.0
2018-08-13,24.075333
2021-09-16,250.943329
2017-06-12,23.865999
2022-06-01,251.720001
2020-02-26,52.166668
2013-11-20,8.405333
2013-12-23,9.656667
2018-03-28,17.638666
2019-01-30,20.030001
2020-09-24,121.26667
2012-02-15,2.206667
2011-01-06,1.788667
2010-09-27,1.36
2013-11-13,9.389333
2018-10-09,17.016666
2020-02-11,51.252666
2013-12-18,10.149333
2020-04-07,36.333332
2016-08-01,15.7
2015-09-24,17.302
2020-12-28,224.83667
2011-01-21,1.541333
2014-08-22,16.969334
2021-05-24,193.866669
2016-02-12,10.333333
2018-10-12,17.4
2011-08-08,1.54
2019-05-08,16.462667
2022-06-15,220.916672
2013-08-19,9.562
2013-04-17,3.033333
2016-10-18,13.066
2018-08-03,23.187332
2019-12-13,24.07
2015-11-30,15.452667
2020-02-13,49.456001
2017-06-06,22.98
2019-07-25,15.566667
2020-02-06,46.661331
2018-03-06,22.25
2011-07-20,1.866667
2020-10-20,143.916672
2020-03-13,39.666668
2019-11-15,23.375999
2020-11-25,183.353333
2013-02-27,2.294
2020-02-25,56.599998
2016-06-21,14.712
2015-01-27,13.628
2011-06-03,1.996667
2010-08-06,1.34
2016-01-12,14.106667
2021-01-29,276.666656
2012-01-25,1.818
2013-08-13,9.966667
2012-12-03,2.259333
2018-11-01,22.550667
2016-06-14,14.592
2021-07-01,227.973328
2017-06-19,25.0
2018-02-20,22.298
2020-08-24,141.751999
2011-05-10,1.882667
2016-08-29,14.676667
2016-09-28,13.834
2019-09-09,15.333333
2010-11-04,1.506667
2019-05-29,12.473333
2017-07-25,23.0
2014-01-08,9.923333
2010-09-16,1.476667
2021-03-01,230.036667
2021-03-04,218.600006
2020-04-13,39.344002
2019-05-13,15.467333
2013-12-26,10.336
2010-11-15,2.014667
2011-03-02,1.588
2012-02-02,1.981333
2012-06-05,1.856
2012-03-21,2.329333
2014-08-12,17.205334
2014-02-19,13.58
2014-08-27,17.566668
2017-04-06,19.792
2011-12-07,2.308667
2012-05-30,2.072
2020-09-30,140.440002
2021-05-26,202.520004
2018-06-12,22.98
2018-08-15,22.794001
2021-01-08,285.333344
2016-07-07,14.206667
2014-03-19,16.092667
2019-03-11,18.901333
2018-05-21,18.755333
2020-11-09,146.5
2019-11-26,22.351334
2014-10-06,17.275333
2021-09-20,244.853333
2014-06-11,13.433333
2021-03-30,200.583328
2020-09-28,141.539993
2012-05-31,2.004667
2020-10-26,137.210007
2019-09-25,14.970667
2010-08-20,1.243333
2022-05-24,217.843338
2011-11-14,2.2
2018-09-19,18.700666
2013-05-01,3.732667
2014-01-21,11.416
2014-06-12,13.673333
2020-06-19,67.518669
2013-07-12,8.366667
2017-12-04,20.433332
2021-10-07,261.820007
2019-05-22,13.273333
2012-01-23,1.787333
2019-08-19,14.947333
2021-10-20,288.450012
2019-07-29,15.139333
2015-01-15,12.966
2020-11-04,143.539993
2014-09-17,17.493999
2015-10-08,15.338667
2018-03-05,22.159332
2016-03-04,13.2
2015-01-05,14.303333
2019-12-27,29.0
2021-04-26,247.0
2019-08-06,15.458667
2021-12-13,333.696655
2018-11-05,22.700001
2015-09-30,16.799999
2019-01-18,21.533333
2019-01-28,19.527332
2020-08-21,136.317337
2015-03-19,13.466667
2020-05-21,54.400002
2021-03-09,202.726669
2010-10-19,1.346667
2018-06-21,24.133333
2013-04-10,2.713333
2020-08-14,110.999336
2017-11-01,22.15
2019-07-16,16.620001
2020-09-03,135.743332
2019-09-05,14.833333
2012-08-02,1.789333
2017-01-27,16.758667
2017-06-27,25.093332
2018-06-01,19.057333
2014-09-12,18.700001
2015-01-06,14.004
2019-06-19,15.007333
2022-08-08,295.0
2013-08-12,9.962
2019-02-12,21.08
2019-02-07,20.886667
2015-10-26,14.092
2021-01-13,284.253326
2014-07-01,16.164
2017-03-23,17.025999
2015-12-24,15.370667
2012-10-18,1.932667
2015-06-18,17.466667
2014-11-14,16.666668
2014-01-09,10.166667
2011-09-23,1.699333
2016-12-30,14.42
2014-03-10,16.18
2012-09-07,1.903333
2010-08-12,1.186667
2018-08-30,20.150667
2021-12-16,331.5
2022-05-26,220.473328
2011-10-19,1.868
2015-09-09,16.803333
2018-02-12,21.075333
2017-04-12,20.422667
2016-11-08,12.919333
2022-04-22,338.303345
2019-06-24,14.882667
2012-11-14,2.130667
2020-09-22,143.199997
2019-08-12,15.532667
2014-05-27,13.901333
2018-12-18,23.369333
2014-12-04,15.24
2013-11-27,8.087333
2019-01-09,22.366667
2016-11-21,12.336
2015-09-18,17.197332
2014-11-25,16.49
2014-08-25,17.212667
2012-04-03,2.446667
2020-11-12,138.350006
2014-04-14,13.84
2018-01-29,22.656668
2020-01-28,37.899334
2011-02-11,1.55
2011-06-10,1.834667
2015-07-02,18.68
2015-06-12,16.680668
2018-11-13,22.210667
2014-12-02,15.638
2011-07-15,1.852667
2018-12-07,24.6
2010-07-12,1.196667
2021-06-07,197.276672
2019-05-07,17.120001
2013-08-01,9.0
2015-11-23,14.49
2012-04-26,2.197333
2019-10-30,20.866667
2012-08-23,2.0
2012-08-16,1.968667
2013-09-16,11.2
2021-06-23,210.666672
2017-11-14,21.0
2014-06-19,15.258667
2022-05-03,301.059998
2013-12-05,9.343333
2012-07-19,2.181333
2019-06-17,14.365333
2021-10-29,360.619995
2018-08-20,19.446667
2012-02-13,2.103333
2013-03-12,2.593333
2013-02-25,2.41
2020-04-27,49.174
2018-03-08,22.190666
2014-04-28,13.333333
2015-04-09,13.895333
2021-02-17,259.696655
2010-09-22,1.391333
2013-07-23,8.266667
2022-07-14,234.896667
2011-11-07,2.109333
2018-10-02,20.93
2014-12-19,14.679333
2011-07-22,1.913333
2022-08-03,305.0
2013-11-07,9.612667
2018-06-14,23.175333
2014-03-26,14.796667
2012-01-17,1.774667
2019-03-06,18.431999
2018-11-21,23.466667
2020-04-16,47.796001
2019-05-15,15.288
2020-07-16,98.477333
2011-08-09,1.61
2015-04-21,13.72
2020-08-12,98.0
2021-07-20,217.330002
2022-03-23,326.646667
2017-08-28,23.152
2011-09-09,1.558
2013-06-07,6.533333
2017-03-20,17.373333
2021-10-06,258.733337
2011-12-12,2.029333
2015-08-19,17.355333
2017-03-28,18.468
2020-03-09,40.359333
2013-12-12,9.313333
2019-01-03,20.466667
2017-12-14,22.733999
2016-06-10,15.159333
2021-05-04,226.313339
2018-04-20,19.677999
2015-12-16,14.806667
2021-05-10,221.633331
2012-06-13,1.97
2013-01-18,2.316
2018-03-23,20.75
2019-02-11,20.773333
2011-03-14,1.588
2020-01-14,36.284
2012-03-23,2.284
2015-02-11,14.147333
2015-09-03,16.804001
2019-07-26,15.128
2015-07-08,17.288
2021-03-19,215.53334
2017-03-30,18.535999
2020-01-03,29.366667
2021-02-02,281.559998
2011-03-18,1.546
2013-08-15,9.095333
2015-04-27,14.837333
2022-03-28,355.033325
2016-05-26,14.7
2020-06-16,67.456665
2015-10-15,14.428667
2017-01-12,15.270667
2020-10-30,135.633331
2012-11-01,1.883333
2021-05-06,226.919998
2016-07-12,14.94
2013-01-03,2.345333
2014-05-07,13.976
2016-08-02,15.291333
2014-04-29,13.214
2017-06-01,22.933332
2010-11-30,2.249333
2012-08-27,1.971333
2014-12-22,14.666667
2017-04-20,20.434
2011-07-21,1.927333
2012-12-04,2.272
2011-03-28,1.513333
2022-06-10,235.156662
2011-09-08,1.572
2010-10-04,1.362
2012-08-28,1.893333
2020-01-17,33.840668
2018-06-29,23.555332
2019-08-02,15.423333
2018-04-03,17.988001
2014-08-07,16.674667
2013-02-12,2.563333
2018-05-09,20.027332
2015-03-03,13.120667
2011-04-19,1.684
2012-10-04,2.0
2011-12-13,2.038
2013-05-07,4.133333
2015-06-08,16.723333
2018-11-26,21.666668
2017-01-10,15.466667
2019-01-22,20.321333
2019-10-28,21.836
2017-12-21,21.972668
2016-12-01,12.55
2020-09-17,138.53334
2012-04-24,2.121333
2020-05-19,54.344666
2018-11-14,22.846666
2012-06-01,1.902
2015-05-01,15.329333
2010-08-09,1.326667
2015-10-13,14.218667
2013-01-09,2.267333
2015-01-26,13.455333
2016-12-13,12.878667
2017-08-04,23.133333
2020-10-27,141.253326
2017-07-20,21.793333
