Date,Duration,Activity,Topics,AI,Age,Level,Num of Topics
2024-05-28 02:21:04,1.36,Listening,Philosophical Inquiry and Reflection; Religious Practices and Traditions; Technology in Education; Volunteer Work and Its Benefits; Water Management and Conservation; Social Issues and Community; Agricultural Sustainability and Food Security; Transportation and Commuting; Water Resources and Their Management; Art and Creative Expression; Nature and Its Healing Properties,True,22,Intermediate,11
2023-03-26 02:44:06,0.01,Speaking,Entrepreneurship and Business; Leadership and Decision Making; Leadership and Its Qualities; Travel and Personal Growth; Art and Culture,True,58,Beginner,5
2024-12-02 17:03:39,3.8,Speaking,Global Sustainability Initiatives; Energy and Renewable Resources; Travel and Cultural Understanding; Art and Its Role in Society; Future Plans and Goals; Science and Its Impact on Society; Energy Conservation and Renewable Energy,True,52,Beginner,7
2024-02-25 22:10:55,1.11,Listening,Urbanization and City Life; Science and Its Ethical Considerations; Language and Its Evolution; Shopping and Consumerism; Language and Its Role in Communication; Language and Communication; Fashion and Its Environmental Impact; Historical Lessons and Modern Applications,True,50,Beginner,8
2022-05-03 04:01:27,2.49,Listening,Nature and Wildlife; Language Learning; Language Proficiency and Communication; Nature and Environmental Protection; Sports and Physical Activities; Work and Career; Entrepreneurial Success Stories; Science and Its Contributions to Society; Art and Creative Expression; Travel and Cultural Immersion; Urbanization and City Life; Tourism and Economic Development; Tourism and Its Cultural Significance; Agriculture and Food Production,False,57,Intermediate,14
2022-12-18 03:00:35,0.59,Listening,Leadership and Its Responsibilities; Energy Conservation and Renewable Energy; Travel and Personal Growth; Rural Life and Agriculture; Science and Its Ethical Considerations; Architecture and Design; Architecture and Urban Planning; Language and Communication; Environmental Conservation; Art and Its Social Impact; Travel and Its Personal Growth Aspects; Language Learning; Travel and Its Educational Value,True,22,Beginner,13
2024-03-04 16:23:09,1.29,Speaking,Fashion and Its Environmental Consequences,False,39,Beginner,1
2022-11-08 22:53:14,0.13,Listening,Volunteer Work and Its Benefits; Cultural Heritage; Music and Performing Arts; Entrepreneurial Success Stories; Movies and Cinema,True,56,Intermediate,5
2024-11-03 12:49:38,1.36,Listening,History and Archaeology; Travel and Cultural Immersion; Global Challenges and Collaboration; Travel and Tourism,True,32,Advanced,4
2024-12-19 21:59:57,1.93,Listening,Agricultural Sustainability and Food Security; Global Issues and Solutions; Fashion Trends and Sustainability; Entrepreneurship and Business; Energy Transition and Renewables,True,53,Beginner,5
2023-06-13 08:21:30,4.0,Speaking,Historical Context and Modern Relevance; Social Media and Networking,True,32,Intermediate,2
2023-06-15 21:46:45,1.86,Writing,Fashion Trends and Sustainability; Historical Lessons and Modern Applications; Nature Conservation and Biodiversity; Media and Entertainment; Volunteerism and Community Building; Tourism and Cultural Appreciation; Entrepreneurship and Business; Art and Its Therapeutic Benefits; Volunteering and Community Service,True,15,Intermediate,9
2022-09-09 08:06:36,0.04,Speaking,Science and Technological Advancements; Environment and Sustainability; Energy Sources and Alternatives; Water Management and Conservation; Nature Conservation and Biodiversity; Technology in Education; Architectural Heritage and Preservation; Fashion and Style,True,32,Intermediate,8
2024-11-09 12:31:01,0.78,Reading,Architecture and Design; Language Proficiency and Communication; Energy Conservation and Renewable Energy; Agricultural Innovation and Technology; Architectural Innovations and Sustainability; Water Conservation Strategies; Leadership and Influence; Tourism and Sustainable Development; Food and Cuisine; Nature and Human Interaction; Online Shopping; Philosophical Questions and Debates; Agricultural Practices and Sustainability,True,41,Beginner,13
2024-02-07 18:18:33,3.41,Speaking,Volunteer Opportunities and Social Change; Language and Its Role in Communication; Education and Learning; Water Conservation Strategies; Cultural Heritage; Art and Its Therapeutic Value; Agricultural Sustainability and Food Production; Family and Relationships; Leadership Skills and Development; Volunteerism and Its Social Impact; Childhood Memories; Shopping and Consumerism; Agriculture and Food Production,False,10,Intermediate,13
2024-07-04 07:18:14,2.08,Listening,Religion and Belief Systems; Art and Its Therapeutic Benefits; Agricultural Practices and Sustainability; Politics and Government; Philosophical Perspectives on Life; Sports and Physical Activities; Leadership Skills and Development; Water Management and Conservation; Architectural Design and Sustainability; Leadership and Management; Energy Efficiency and Conservation; Energy and Renewable Resources; Historical Context and Modern Relevance; Science and Its Impact on Society; Philosophical Inquiry and Reflection,True,38,Intermediate,15
2022-04-09 14:24:41,2.23,Reading,Movies and Cinema; Energy and Renewable Resources; Entrepreneurial Success Stories; Fashion and Its Cultural Expression; Language Acquisition and Multilingualism; Global Sustainability Goals; Environment and Sustainability; Personal Beliefs and Values; Agricultural Practices and Sustainability; Historical Events and Their Impact; Friends and Social Life; Entrepreneurial Journeys and Challenges; Entrepreneurship and Innovation,False,17,Beginner,13
2023-02-17 20:17:10,3.61,Writing,Science and Scientific Discoveries; Historical Events and Their Impact; Travel and Its Educational Value,True,55,Intermediate,3
2024-12-19 02:53:05,1.93,Reading,Global Issues and Solutions; Philosophy and Ethics; History and Archaeology; Energy Transition and Renewables,True,42,Beginner,4
2024-03-11 21:58:05,2.98,Listening,Volunteer Work and Social Impact; Energy Efficiency Measures; Entrepreneurship and Innovation; Global Sustainability and Responsibility,True,32,Beginner,4
2022-03-10 04:50:40,2.84,Speaking,Language Acquisition and Multilingualism,True,18,Beginner,1
2024-01-10 09:44:07,1.88,Speaking,Tourism and Cultural Exchange; Travel and Tourism; Social Issues and Community; Transportation and Commuting; Health and Wellness; Tourism and Its Economic Benefits; Art and Culture; Home and Accommodation; Fashion and Its Cultural Significance; Volunteer Work and Its Benefits; Energy Efficiency and Renewable Energy Sources; Global Issues and Solutions,False,40,Beginner,12
2022-03-01 06:24:27,0.36,Speaking,Global Challenges and Collaboration; Nature and Its Importance to Humanity; Science and Its Impact on Society; Global Sustainability and Responsibility; Water Scarcity and Solutions,True,50,Advanced,5
2024-03-04 04:15:26,1.71,Listening,Religious Practices and Their Meaning,True,28,Beginner,1
2022-03-19 05:15:52,0.94,Speaking,Environmental Conservation; Nature and Environmental Protection; Architectural Innovations and Sustainability; Travel and Cultural Understanding; Language Acquisition and Multilingualism; Philosophy and Ethics; Philosophical Thoughts on Life; Philosophy and Critical Thinking; History and Historical Events; Language and Communication; Leadership and Its Qualities; Energy Sources and Alternatives; Agricultural Sustainability and Food Production,True,25,Beginner,13
2022-11-23 06:41:18,0.05,Reading,Fashion and Its Environmental Consequences; Entrepreneurship and Business; Science and Technological Advancements; Energy Efficiency and Renewable Energy Sources; Architecture and Urban Planning; Science and Its Ethical Considerations; Historical Lessons and Modern Applications; Technology in Education; Religious Tolerance and Coexistence; Water Resources and Management; Art and Creative Expression; Architectural Innovations and Sustainability; Philosophical Perspectives on Life; Fashion and Its Environmental Impact; Transportation and Commuting,True,16,Intermediate,15
2024-08-28 05:30:19,0.69,Speaking,Friends and Social Life,True,53,Beginner,1
2023-06-22 12:55:19,3.66,Writing,Leadership and Management; Global Challenges and Collaboration; Architectural Heritage and Preservation; Water Conservation Methods; Politics and Government; Architecture and Design; Water Resources and Management; Global Issues and Solutions; Energy Sources and Alternatives; Entrepreneurial Mindset and Success; Language and Cultural Identity,True,36,Beginner,11
2023-05-02 04:33:58,0.04,Listening,Technology in Education; Global Sustainability Efforts; Friends and Social Life; Agricultural Sustainability and Food Production; Global Sustainability Initiatives; Historical Events and Their Impact; Religious Diversity and Tolerance; Architectural Innovations and Sustainability; Volunteer Work and Its Benefits; Fashion and Its Cultural Expression; Nature and Human Interaction; Tourism and Cultural Exchange; Language Acquisition and Multilingualism; Daily Routine and Habits; Travel and Its Personal Growth Aspects,False,27,Beginner,15
2023-12-19 03:10:02,3.25,Writing,Volunteering and Community Service; Tourism and Its Cultural Significance; Social Media and Networking; Volunteerism and Community Building; Online Shopping; Art and Its Role in Society; Architecture and Urban Planning; Energy Conservation and Renewable Energy,True,49,Advanced,8
2023-09-28 13:25:19,2.93,Speaking,History and Historical Events,True,17,Beginner,1
2022-06-12 09:02:12,0.78,Listening,Sports and Physical Activities; Philosophy and Ethics; Religion and Spirituality; Leadership and Influence; Global Warming and Climate Change; Tourism and Sustainable Development; Travel and Personal Growth; Nature and Its Healing Properties; Leadership and Its Qualities; Travel and Its Educational Value; Volunteer Work and Its Benefits; Culture and Traditions; Politics and Government; Leadership and Its Responsibilities; Historical Events and Their Lessons,True,35,Beginner,15
2022-08-10 17:39:55,3.33,Reading,Religious Tolerance and Coexistence; Leadership Skills and Development; Architecture and Urban Planning; Agricultural Innovation and Technology; Architectural Innovations and Sustainability; Religion and Spirituality,False,20,Advanced,6
2024-01-04 02:25:14,0.85,Listening,Nature and Its Importance to Humanity; Fashion and Its Environmental Consequences,True,28,Beginner,2
2022-07-15 13:37:32,1.8,Listening,Agricultural Innovation and Technology; Historical Events and Their Impact,True,42,Intermediate,2
2023-07-18 08:59:17,3.85,Listening,Architecture and Design; Agriculture and Food Production; History and Archaeology; Social Media and Networking,True,24,Beginner,4
2024-04-03 13:14:36,3.0,Listening,Language and Cultural Identity; Nature and Its Importance to Humanity; Science and Its Ethical Considerations; Music and Performing Arts; Entrepreneurial Success Stories; Language and Its Evolution; Agricultural Practices for Sustainability; Leadership and Teamwork,True,49,Beginner,8
2022-10-18 05:06:13,3.63,Reading,Energy and Renewable Resources; Science and Its Impact on Society; Healthcare and Medicine; Leadership and Influence; Religion and Spirituality; Historical Events and Their Lessons; Science and Technological Advancements; Volunteering and Community Service; Tourism and Its Economic and Cultural Importance; Water Conservation Strategies,True,31,Beginner,10
2022-10-01 20:02:00,1.72,Listening,Science and Scientific Discoveries; Leadership and Influence; Nature and Its Importance to Humanity; Art and Culture; Religious Diversity and Tolerance; Tourism and Cultural Exchange; Philosophical Perspectives on Life; Science and Technology; Volunteer Opportunities and Social Change; Agricultural Sustainability and Food Security; Water Conservation; Water Scarcity and Solutions; Rural Life and Agriculture; Social Issues and Community,True,24,Beginner,14
2022-12-01 13:11:21,1.7,Listening,Education and Learning; Weather and Climate,False,39,Beginner,2
2023-07-08 20:02:43,3.43,Listening,Volunteering and Community Service; History and Historical Events,True,46,Intermediate,2
2023-10-25 22:33:29,1.25,Reading,Technology and Gadgets; Volunteer Work and Its Rewards,True,19,Advanced,2
2024-09-25 14:18:21,0.22,Writing,Architectural Design and Sustainability; Language and Cultural Identity; Online Shopping; Fashion Trends and Sustainability; Leadership and Management; Energy Sources and Alternatives; Water Resources and Their Management; Architectural Heritage and Preservation; Energy Efficiency and Renewable Energy Sources; Global Sustainability Efforts,False,45,Advanced,10
2024-04-21 06:32:49,2.62,Listening,Movies and Cinema; Weather and Climate; Fashion and Its Environmental Consequences; Volunteerism and Community Building; Nature and Its Preservation; Entrepreneurial Ventures and Their Impact; Rural Life and Agriculture; Volunteer Opportunities and Social Change; Energy Sources and Alternatives; Water Conservation Methods; Hobbies and Interests; Language Acquisition and Multilingualism,True,17,Advanced,12
2023-11-25 10:45:14,2.65,Writing,Rural Life and Agriculture; Agricultural Sustainability and Food Security; Travel and Its Personal Growth Aspects; Science and Its Ethical Considerations,True,20,Advanced,4
2024-09-03 17:10:30,1.46,Reading,Travel and Adventure; Language Learning; Travel and Cultural Understanding; Water Resources and Management; Transportation and Commuting,True,30,Beginner,5
2023-09-21 17:16:15,1.69,Listening,Future Plans and Goals; Religious Tolerance and Coexistence; Historical Context and Modern Relevance; Nature Conservation and Biodiversity; Religion and Spirituality; Weather and Climate; Travel and Cultural Immersion,False,38,Advanced,7
2024-08-27 23:33:11,3.69,Speaking,Water Conservation Methods; Nature and Wildlife,True,18,Beginner,2
2023-03-05 20:05:28,0.17,Listening,Architectural Innovations and Sustainability; Online Shopping; Global Challenges and Collaboration; Art and Creative Expression; Tourism and Cultural Exchange,True,36,Beginner,5
2023-05-15 11:24:00,0.77,Listening,Environmental Conservation; Architectural Heritage and Preservation; Religious Diversity and Tolerance; Leadership Skills and Development; Fashion and Style; Public Transportation; Energy and Renewable Resources; Religious Practices and Their Meaning; Travel and Personal Growth; Tourism and Sustainable Development; Energy Transition and Renewables; Leadership and Management; Entrepreneurial Journeys and Challenges,False,48,Beginner,13
2024-06-25 14:50:33,3.74,Listening,Language and Communication; Fashion and Its Cultural Expression; Healthcare and Medicine; Transportation and Commuting; History and Historical Events; Global Warming and Climate Change; Tourism and Cultural Appreciation; Art and Creative Expression; Philosophy and Critical Thinking; Architectural Innovations and Sustainability; Friends and Social Life,True,58,Beginner,11
2023-10-08 13:46:25,1.71,Reading,Science and Its Contributions to Society; Leadership and Its Qualities; Daily Routine and Habits; Architectural Innovations and Sustainability,True,51,Beginner,4
2024-03-25 06:31:47,3.95,Writing,Religious Diversity and Tolerance; Agricultural Practices for Sustainability; Art and Creative Expression; Entrepreneurship and Innovation; Childhood Memories; Religion and Belief Systems; Music and Performing Arts; Language and Communication; Home and Accommodation; Leadership and Its Responsibilities,True,20,Beginner,10
2023-03-07 09:47:16,2.7,Reading,Fashion and Its Cultural Expression; Science and Its Contributions to Society; Art and Creative Expression; Architecture and Design; Leadership and Teamwork; Religious Tolerance and Coexistence,False,37,Intermediate,6
2022-02-09 09:33:31,3.76,Speaking,Language and Its Cultural Significance; Travel and Cultural Immersion; Philosophical Inquiry and Personal Growth; Philosophy and Critical Thinking; Architecture and Urban Planning; Art and Creative Expression; Entrepreneurship and Business; Water Conservation Methods; Tourism and Hospitality,False,16,Advanced,9
2024-04-14 22:12:29,2.95,Speaking,Tourism and Cultural Exchange; Water Resources and Their Management; Entrepreneurial Success Stories; Travel Experiences,True,36,Beginner,4
2023-08-27 09:54:53,1.64,Speaking,Energy Sources and Alternatives; Science and Innovation,True,24,Intermediate,2
2024-01-13 03:04:22,1.27,Reading,Water Management and Conservation; Entrepreneurial Journeys and Challenges; Art and Its Role in Society; Globalization and International Relations; Global Issues and Solutions,True,27,Beginner,5
2024-10-19 21:32:50,3.05,Speaking,Architectural Design and Sustainability; Water Conservation Strategies,False,55,Intermediate,2
2023-05-21 07:14:18,2.94,Speaking,Philosophical Thoughts on Life; Nature and Wildlife; Architectural Design and Sustainability; Architecture and Design; Entrepreneurial Ventures and Their Impact,True,34,Intermediate,5
2023-11-30 14:54:49,2.57,Writing,Art and Creative Expression; Leadership and Influence; Entrepreneurial Mindset and Success; Education and Learning; Music and Performing Arts; Philosophy and Critical Thinking; Architecture and Urban Planning; Religious Practices and Their Meaning,True,24,Beginner,8
2024-06-08 04:05:00,0.12,Listening,Fashion and Style; Water Management and Conservation; Global Issues and Solutions; Fashion and Its Environmental Impact; Religion and Spirituality; Global Sustainability Goals; Fashion and Its Environmental Consequences; Volunteerism and Community Building; Water Conservation Methods; Volunteering and Community Service; Religious Practices and Their Meaning,True,26,Beginner,11
2023-02-25 15:12:40,2.05,Speaking,Healthcare and Medicine; Music and Performing Arts; Nature and Its Importance to Humanity; Fashion and Its Environmental Impact; Language and Its Evolution; Leadership and Its Qualities; Energy Efficiency and Renewable Energy Sources; Sports and Physical Activities; Leadership and Its Responsibilities; Water Management and Conservation; Religious Practices and Their Meaning; Water Resources and Their Management; Daily Routine and Habits,True,53,Beginner,13
2022-09-20 17:07:23,3.35,Speaking,Architectural Innovations and Sustainability; Agricultural Sustainability and Food Security; Volunteer Opportunities and Social Change,True,31,Beginner,3
2023-12-28 02:06:15,0.75,Speaking,Art and Culture; Historical Events and Their Impact; Globalization and International Relations; Energy Transition and Renewables,True,56,Beginner,4
2023-11-25 14:44:24,1.35,Reading,Entrepreneurial Success Stories; Historical Context and Modern Relevance; Volunteerism and Community Building; Religious Practices and Traditions; Energy Conservation and Renewable Energy; Weather and Climate; History and Historical Events; Leadership and Decision Making,False,30,Intermediate,8
2023-05-17 18:32:57,1.4,Speaking,Urbanization and City Life; Personal Beliefs and Values; Fashion Trends and Sustainability; Global Warming and Climate Change; Online Shopping; Science and Technological Advancements; Technology in Education,True,22,Intermediate,7
2023-05-16 11:15:33,1.95,Listening,Water Resources and Management; Science and Scientific Discoveries; Future Plans and Goals; Volunteering and Community Service; Water Scarcity and Solutions; Fashion and Its Cultural Significance; Water Conservation; Fashion and Its Cultural Expression; Music and Performing Arts; Energy Efficiency and Conservation; Religious Practices and Traditions; Leadership and Its Qualities; Nature and Its Importance to Humanity; Entrepreneurship and Business,False,16,Intermediate,14
2022-11-21 01:04:06,1.48,Listening,Philosophical Questions and Debates; Nature and Its Importance to Humanity; Sports and Physical Activities; Global Warming and Climate Change; Water Conservation Strategies; Water Conservation; Tourism and Its Cultural Significance,False,47,Advanced,7
2022-02-15 08:43:05,1.97,Speaking,Global Sustainability Goals; Religion and Spirituality; Water Conservation Strategies; Volunteer Work and Its Rewards; Environmental Conservation; Shopping and Consumerism; Volunteerism and Its Social Impact; Childhood Memories; Global Sustainability Initiatives; Environment and Sustainability; Home and Accommodation; Public Transportation; Agricultural Practices and Sustainability; Philosophical Questions and Debates; Nature and Its Importance to Humanity,True,37,Intermediate,15
2024-10-24 07:37:29,3.94,Listening,Social Issues and Community; History and Historical Events; Family and Relationships; Art and Its Social Impact; Historical Context and Modern Relevance,True,50,Beginner,5
2023-01-17 16:54:26,3.21,Listening,Agriculture and Food Production; Agricultural Practices and Sustainability,True,35,Advanced,2
2023-05-15 14:03:58,2.91,Speaking,Historical Lessons and Modern Applications; Philosophy and Ethics; Religious Tolerance and Coexistence; Entrepreneurial Ventures and Their Impact; Social Media and Networking; Shopping and Consumerism; Tourism and Sustainable Development; Religious Diversity and Tolerance; Culture and Traditions,True,51,Intermediate,9
2024-05-26 19:33:26,0.77,Speaking,Public Transportation; Hobbies and Interests; History and Archaeology; Art and Its Therapeutic Value; Global Sustainability Goals; Agricultural Innovation and Technology,False,44,Intermediate,6
2022-11-26 14:39:46,2.16,Writing,Environmental Conservation; Entrepreneurial Ventures and Startups,False,28,Beginner,2
2022-11-17 19:25:20,2.47,Speaking,Volunteer Work and Social Impact; Historical Events and Their Impact; Fashion Trends and Sustainability; Water Management and Conservation; Language and Cultural Identity; Travel and Its Educational Value; Volunteer Opportunities and Social Change; Global Sustainability Goals; Tourism and Cultural Appreciation; Media and Entertainment; Fashion and Its Environmental Impact,True,47,Beginner,11
2023-03-10 07:55:53,2.86,Speaking,History and Archaeology; Historical Events and Their Lessons; Art and Creativity; Music and Performing Arts,True,27,Intermediate,4
2022-04-29 08:12:53,0.49,Listening,Religious Tolerance and Coexistence; Tourism and Economic Development; Water Resources and Their Management; Volunteerism and Its Social Impact; Nature and Wildlife; Daily Routine and Habits; Education and Learning; Language and Communication; Agricultural Practices for Sustainability; Cultural Heritage; Culture and Traditions; Tourism and Hospitality; Leadership and Influence; Fashion and Fashion Industry,True,56,Beginner,14
2023-04-16 18:59:17,1.51,Speaking,Fashion and Its Environmental Consequences; Hobbies and Interests; Tourism and Sustainable Development; Nature and Environmental Protection; Water Resources and Their Management; Fashion Trends and Sustainability; Art and Creativity; Energy Conservation and Renewable Energy; Nature Conservation and Biodiversity; Fashion and Fashion Industry; Philosophy and Ethics; Historical Lessons and Modern Applications,True,59,Advanced,12
