ride_id,user_age,ride_distance_km,ride_duration_min,city_zone,weekday,membership,completed,avg_speed_kmh,satisfaction_rating
R1148,28.16065885276744,4.608640351456259,20.58042763218197,Suburb,0,Regular,1,12.556479749561516,10.0
R1149,15.398139211991431,4.090696456674618,22.62752166824378,Downtown,2,Premium,1,11.876776430309395,1.0
R1150,37.65164599302776,1.864621658124886,60.0,Industrial,4,Premium,1,8.712149774872794,7.0
R1151,33.76353595585222,2.207205817281846,17.532827380639233,Suburb,3,Regular,1,12.705289898919375,3.0
R1152,36.04327586537871,3.958749979503844,5.826045256792403,Suburb,1,Premium,1,8.261327822166562,2.0
R1153,28.701028323159676,2.0741394351721003,20.792997093530197,Park,6,Premium,0,8.804335260566468,10.0
R1154,32.26717992369112,2.9065712179333567,20.13256101250779,Park,6,Premium,1,14.424970075956693,3.0
R1155,26.002176338390754,1.9429257490920198,17.853163752421352,Park,1,Premium,1,14.931303211637427,8.0
R1156,42.56679766755825,0.9676077271666617,19.38768296584948,Industrial,2,Premium,1,17.710985014170568,5.0
R1157,19.967757725233362,1.1999610418179674,14.930823598327954,Industrial,2,Premium,1,12.66983679716761,7.0
R1158,19.045525905425812,2.308495349483342,13.447755359974717,Suburb,3,Premium,1,14.545236821454372,6.0
R1159,28.918685924161053,3.654408285900046,8.30396078773039,Suburb,0,Regular,0,15.577788793401954,7.0
R1160,31.31550382887851,3.149436438988086,18.14117715568524,Suburb,3,Regular,1,15.18453831033474,6.0
R1161,48.770425425541575,3.2797264035298728,14.491907729627313,Downtown,6,Premium,1,10.992202736210379,10.0
R1162,38.37446396267984,3.4205649107966263,12.334907471362033,Park,1,Premium,1,10.954021553109135,8.0
R1163,34.307793222821914,,17.431971375645176,Suburb,3,Premium,1,14.900162012953931,7.0
R1164,22.94524903032971,4.132151850674534,20.06813200078506,Park,0,Premium,0,10.700250702158055,10.0
R1165,22.162109415934527,3.141644251059167,13.16704023140983,Downtown,3,Regular,1,10.424609446289319,5.0
R1166,22.084349155019822,3.1590071294668967,19.172167898751578,Park,1,Premium,1,18.015281228590208,6.0
R1167,36.19467901865373,4.641307537294326,11.766674340932122,Downtown,2,Premium,1,8.195538258254246,3.0
R1168,37.442693780593466,2.6834681301414127,6.430520380098988,Suburb,2,Premium,1,13.93942134048791,9.0
R1169,37.01334448012501,3.255205875339482,21.14181421573479,Park,2,Regular,1,11.46821016547085,8.0
R1170,22.398700247841163,,8.60612303284097,Suburb,0,Regular,1,16.465740174936172,3.0
R1171,18.502696983110482,4.3548328818499895,18.223709989196056,Park,0,Regular,1,14.710200621253946,1.0
R1172,30.621159160937044,4.15756931705832,6.056058204056789,Industrial,4,Regular,0,6.263903853612455,2.0
R1173,70.0,1.9006009779207165,13.315212625560992,Industrial,4,Premium,1,15.567516238620275,8.0
R1174,31.62349128076778,2.1338298569269,15.789675980113959,Suburb,5,Premium,1,10.025316146636705,10.0
R1175,36.15828961719857,3.0889367261221503,15.428514657913599,Industrial,2,Premium,1,18.69345652455751,3.0
R1176,36.55632905619267,3.1220527300238308,11.508035649888207,Downtown,0,Regular,1,15.587323667547635,10.0
R1177,40.00669980662523,4.904853084890049,18.939463330172156,Industrial,6,Premium,1,4.25560479957819,6.0
R1178,36.25229674712496,3.6588758620943596,18.664049676052798,Downtown,0,Premium,1,9.722895303864007,3.0
R1179,17.036407500403968,2.993390197878447,12.517601383928104,Downtown,5,Regular,0,13.956284248619074,3.0
R1180,24.51880734522537,3.6561410098308156,17.0185121962898,Industrial,0,Regular,0,5.156028222076595,8.0
R1181,28.174167306034633,1.6128167459243512,18.818437008231136,Downtown,1,Regular,0,11.736743250396543,3.0
R1182,44.7134688918296,3.3813753917727625,16.59365448228385,Downtown,5,Premium,1,11.577158298018466,2.0
R1183,24.40044474077767,3.614774511744161,13.801918966349053,Park,1,Regular,1,11.949549906113448,8.0
R1184,27.47471911055514,0.9200891792006605,26.65804829660687,Downtown,3,Regular,1,11.308721673271096,7.0
R1185,28.169694275686123,2.0867540236972637,17.574420483020837,Industrial,0,Regular,1,11.027308616420287,6.0
R1186,35.61724185783182,2.8488345377758293,11.946817470950757,Park,4,Regular,0,12.278939721921724,2.0
R1187,27.42722696487256,2.040403019862076,29.176665408270516,Industrial,3,Premium,1,9.93546939363979,7.0
R1188,32.21681816431868,,24.528332810715344,Industrial,4,Premium,1,11.154367300123386,4.0
R1189,18.87604491624412,2.968504662718232,5.378334900881649,Park,6,Premium,0,14.52224483161314,5.0
R1190,30.726426490359405,1.583769336276276,14.701084758882338,Park,0,Premium,1,11.891911154708028,1.0
R1191,39.36822572809709,2.998978110017787,11.731888889740588,Downtown,1,Regular,1,10.990895611427826,9.0
R1192,34.53515173833546,3.5005943966104462,10.123054986338914,Downtown,1,Regular,1,14.812763115447527,1.0
R1193,28.146940971720444,4.492556412372713,17.736076912100945,Industrial,2,Regular,1,9.871203247449634,9.0
R1194,36.869999235534365,1.5208465420981607,20.791942526874852,Suburb,3,Premium,1,9.777976137276958,9.0
R1195,36.739088050156965,1.9862738606230173,15.163796983709393,Suburb,4,Regular,1,6.301035241287039,1.0
R1196,33.24478643586403,3.525486178062933,14.50003613942261,Industrial,5,Premium,1,11.725159752231917,9.0
R1197,35.484959175800086,4.958072214279241,60.0,Suburb,5,Premium,1,12.817836787414878,5.0
R1198,38.39626523131077,2.4864569376012673,13.060854483044135,Suburb,3,Premium,0,16.100783420667835,5.0
R1199,24.160386549594467,3.143842270110595,4.605547477794721,Downtown,0,Premium,0,14.285928879471165,4.0
R1200,25.120033361223864,2.5028747084805927,18.50568063248796,Industrial,4,Premium,1,7.674266545414287,5.0
R1201,35.19027256503662,0.861071118929821,21.01431823116586,Suburb,4,Regular,1,12.695532955135441,1.0
R1202,43.67773950756022,2.0097935053733953,14.600997430292031,Industrial,5,Regular,1,11.7261105564331,6.0
R1203,29.102061613807138,3.796035417554566,11.594462168466695,Suburb,4,Regular,1,9.931314259501244,4.0
R1204,21.713929256667612,2.8022211024851034,17.676234271574547,Park,5,Premium,0,10.664679090648944,10.0
R1205,39.78684901000045,,19.35915569480102,Suburb,5,Regular,0,14.148324866180626,1.0
R1206,27.42642366540881,2.8412916488399653,4.300280370919381,Industrial,6,Regular,1,12.330092130187628,5.0
R1207,26.750115817835617,2.5172338242547925,10.368909165669383,Downtown,3,Regular,1,13.42340661838951,7.0
R1208,10.953687916039009,1.3912524379628335,21.751646186042276,Park,1,Regular,0,8.212109429956197,8.0
R1209,28.908685248658788,1.7253462831821953,12.793628180995329,Park,5,Premium,1,5.456227548713059,5.0
R1210,34.766406423501905,2.693269247768562,26.94525712893135,Suburb,5,Regular,0,12.65117057942561,9.0
R1211,21.89848733185233,2.605113085758315,14.767748477437836,Downtown,2,Premium,0,7.303371531611891,2.0
R1212,37.03895417935425,1.383922408421209,16.169568601086276,Park,0,Regular,1,11.033555740453943,4.0
R1213,21.590761942280036,3.630674364999119,13.055275260456257,Suburb,5,Premium,1,15.70837453652688,5.0
R1214,24.875042402184633,3.8336569202688358,17.13860309706851,Suburb,6,Regular,1,13.858072928381219,4.0
R1215,22.05010049308543,3.9137387901232206,13.936092068138805,Downtown,2,Regular,1,8.505568733216448,8.0
R1216,22.500074686792367,3.109790521182393,23.770091456698722,Suburb,0,Premium,1,9.889930031577546,4.0
R1217,17.728183867380277,4.076109420155044,19.133397870470926,Downtown,4,Regular,0,14.2393850209709,6.0
R1218,26.85315485830489,2.605693563833037,24.054787566786807,Suburb,6,Premium,1,8.52856704054145,10.0
R1219,26.283827507293488,1.7195965255830727,11.321570150473603,Industrial,2,Regular,0,12.593711060871003,5.0
R1220,27.123042296451654,2.055683114375432,8.044137646666202,Downtown,1,Regular,1,11.086154536021022,6.0
R1221,31.080762661865098,5.243948660196133,19.322974694222907,Park,5,Regular,1,8.418570188453556,4.0
R1222,16.097416912528335,2.5207744942339234,2.04512638618416,Downtown,4,Regular,1,12.617301474888155,6.0
R1223,33.366012877113576,1.8883849335357223,14.423802298450655,Downtown,2,Premium,0,6.511005724745853,9.0
R1224,34.14130545508874,2.9803245845264503,18.418642204773732,Park,2,Regular,0,19.98770787543799,3.0
R1225,28.204992886185202,,10.874586219426984,Downtown,2,Premium,1,10.84582957667084,6.0
R1226,34.09831158562948,3.4777235338915897,15.653155805039159,Downtown,2,Premium,1,15.088044801378972,9.0
R1227,28.905819447529318,3.036759640650837,11.758425342553686,Park,3,Premium,1,6.421903999432951,7.0
R1228,44.003619328888604,3.862549863219743,14.586828498281667,Park,5,Regular,1,9.884682504646069,4.0
R1229,38.129405788512216,3.061445303127181,8.674819159137236,Suburb,6,Premium,1,7.586043818784123,9.0
R1230,36.074615600611864,1.8496520896057895,12.710353554031842,Industrial,2,Regular,1,10.634048715203427,2.0
R1231,18.682757480888434,2.175132062790868,13.301884990209588,Park,2,Premium,1,14.019337136155023,8.0
R1232,29.672523809098294,3.725020645478745,16.45502062923835,Industrial,4,Regular,1,8.483906939858981,9.0
R1233,35.23227150031273,1.645390441291086,9.931837469956687,Downtown,1,Premium,1,10.616068290620406,10.0
R1234,37.265723167445245,2.52226175893532,4.10508753288452,Downtown,3,Regular,1,10.398896726869314,7.0
R1235,29.246872463776107,3.677016981320441,16.71658078545555,Park,4,Premium,1,8.001596979904775,3.0
R1236,45.76374874491631,2.407090633937861,17.59349215744952,Suburb,4,Regular,0,12.187440690792677,4.0
R1237,33.47013585768153,4.162468326482946,16.607099217037785,Downtown,3,Regular,1,13.071339960308762,7.0
R1238,24.911292017802452,2.3446938618759243,18.114171650753114,Industrial,3,Premium,1,9.62009650924765,10.0
R1239,24.625379671190817,2.2339196791618567,14.612228569514864,Suburb,1,Regular,1,15.148463959487083,2.0
R1240,34.16120610246262,4.342811602058732,24.026964424448067,Industrial,4,Regular,1,8.454264148039925,10.0
R1241,36.443767145896224,1.618095395209879,15.156497208966847,Downtown,3,Premium,1,11.822859199537143,3.0
R1242,34.51253838539975,0.4588095843516329,9.289152988128354,Park,2,Premium,1,12.637799900381216,8.0
R1243,28.616450775769763,2.1614996647318008,23.802200559560603,Downtown,1,Premium,1,10.88786277721967,4.0
R1244,38.778625340845124,2.9450559716901674,24.730679240280274,Suburb,2,Regular,0,11.457851130450731,7.0
R1245,18.29233162620998,3.0428386302877426,13.948221369348536,Park,4,Regular,1,13.590289511900751,6.0
R1246,25.274553078602942,3.904206315130288,18.036654369356857,Downtown,0,Regular,1,16.706695790367966,5.0
R1247,31.301236034494345,2.9672872254461846,15.779282430546695,Downtown,4,Regular,1,10.09150300230915,4.0
R1248,36.83778675181804,1.8909859346603557,14.890295745161506,Downtown,3,Premium,1,8.582805059152715,1.0
R1249,33.742719346995436,2.596746130305421,13.18104433837009,Park,6,Premium,1,9.733497319704998,4.0
R1250,21.606870111688945,2.0141429026970594,18.45606083259909,Suburb,6,Premium,0,11.968705334897043,9.0
R1251,38.888201551688695,2.3089948402817937,18.57078163525042,Industrial,4,Premium,1,9.251231408808358,2.0
R1252,42.21748524399232,3.7539644973882074,14.080586670232899,Park,2,Regular,1,16.138892823682376,6.0
R1253,44.28619338750204,2.9517448132631254,21.466913562013453,Park,0,Premium,0,9.33736439111237,10.0
R1254,32.78468906950262,,11.975087503801804,Suburb,1,Premium,0,12.518985731741367,10.0
R1255,47.251572444786376,4.657691708934137,15.769200781438244,Suburb,6,Regular,0,12.224299971775297,6.0
R1256,35.22072130876651,3.213275492010398,18.90696987843964,Suburb,0,Premium,1,13.596257201037544,8.0
R1257,32.99706151795275,,13.026040324844711,Suburb,6,Regular,1,7.840991770437352,8.0
R1258,30.60251365617699,,14.570046228208623,Suburb,0,Premium,1,11.30842632479106,6.0
R1259,24.380605851352232,3.0567477448343015,13.194850377223206,Park,4,Premium,1,13.193644899924088,3.0
R1260,27.75530916023512,1.492219957674961,12.297719633591782,Park,3,Regular,1,17.271151527705335,4.0
R1261,30.638743679464493,4.1045055553786645,13.083559922515581,Industrial,6,Premium,1,11.92805250835616,9.0
R1262,27.044116023301875,2.2256807441135553,16.099663701582482,Suburb,4,Regular,1,15.992416498338084,2.0
R1263,30.162714573727257,1.8017315826577924,19.804271995770172,Park,2,Premium,1,12.68585678735998,4.0
