Date,Low
2017-10-03,22.085333
2012-01-04,1.833333
2020-10-07,137.949997
2013-10-16,12.139333
2014-02-05,11.290667
2011-08-19,1.466667
2012-03-21,2.306667
2014-04-15,12.288
2010-07-15,1.266667
2012-03-07,2.194
2016-10-13,13.136667
2019-12-31,26.805332
2016-09-19,13.666667
2014-10-17,15.103333
2013-04-08,2.767333
2011-02-17,1.57
2019-11-19,23.186666
2019-01-10,22.119333
2012-04-02,2.435333
2019-11-04,20.617332
2021-03-12,222.046661
2013-09-27,12.428667
2022-02-23,253.520004
2017-10-04,23.306667
2014-07-21,14.448
2019-02-08,19.9
2014-05-01,13.712667
2021-03-11,225.726669
2017-10-06,23.483334
2011-10-07,1.736667
2022-06-21,224.333328
2015-07-06,18.42
2010-12-23,1.994667
2017-04-06,19.606667
2021-01-25,279.606659
2016-12-27,14.294667
2022-04-06,342.566681
2017-09-28,22.360001
2020-04-14,46.161999
2013-07-05,7.713333
2016-11-08,12.750667
2019-06-05,12.79
2018-06-08,21.143333
2022-01-04,374.350006
2015-11-30,15.272
2020-11-19,162.523331
2021-03-01,228.350006
2011-04-18,1.624
2011-07-22,1.903333
2014-06-26,15.614
2016-03-15,14.1
2019-08-16,14.401333
2014-09-22,16.313999
2021-05-03,226.833328
2010-11-03,1.410667
2015-09-09,16.553333
2019-03-18,17.82
2019-08-29,14.533333
2020-05-07,51.490002
2013-01-15,2.205333
2018-01-24,22.901333
2017-05-01,20.987333
2014-08-07,16.608
2018-03-08,21.751333
2010-12-13,2.026667
2012-03-15,2.318667
2019-12-10,22.620667
2017-08-23,22.553333
2022-04-28,273.899994
2016-07-22,14.592
2014-11-13,16.683332
2011-09-13,1.516667
2022-09-12,300.399994
2015-09-04,15.88
2017-10-09,22.844667
2020-08-10,92.389336
2015-07-14,17.367332
2019-01-25,19.303333
2020-08-25,131.199997
2016-12-06,12.178667
2019-12-30,27.284
2013-04-24,3.265333
2016-05-02,15.654667
2016-05-20,14.423333
2014-01-13,9.188
2017-02-01,16.603333
2011-04-06,1.72
2016-05-10,13.666667
2019-05-21,13.069333
2015-12-09,14.714667
2013-08-28,10.883333
2020-04-30,50.900002
2022-04-07,340.513336
2012-11-26,2.108
2012-08-06,1.836667
2015-10-19,14.996
2012-10-01,1.933333
2015-11-13,13.768
2010-08-12,1.159333
2011-06-17,1.742667
2019-10-04,15.204667
2019-12-13,23.642668
2013-09-23,11.807333
2017-03-16,17.270666
2014-06-11,13.283333
2017-10-12,23.509333
2014-08-06,15.905333
2020-06-19,66.089333
2017-01-06,15.03
2010-08-19,1.222
2018-04-09,19.280666
2016-02-10,9.449333
2017-06-09,23.653334
2012-07-03,2.026667
2019-04-16,17.648001
2020-08-03,96.292
2020-03-24,31.6
2017-02-06,16.708668
2018-12-14,24.288668
2020-12-09,196.0
2014-11-24,16.042667
2020-06-11,64.800003
2019-02-19,20.364668
2012-08-03,1.782667
2015-12-24,15.218667
2021-11-10,329.103333
2021-01-07,258.399994
2012-11-30,2.200667
2015-05-26,16.433332
2015-11-10,14.405333
2017-11-30,20.302668
2021-06-04,192.399994
2014-04-21,12.933333
2012-08-14,1.950667
2013-07-16,7.153333
2017-11-14,20.459999
2019-01-24,18.618668
2017-02-15,18.429333
2012-10-19,1.82
2014-04-03,14.8
2022-06-23,228.636673
2019-12-11,23.406
2018-05-23,18.266666
2021-12-27,356.906677
2018-01-09,21.826668
2012-12-18,2.284
2016-08-08,15.072667
2022-04-11,324.880005
2018-03-13,21.766666
2015-03-16,12.653333
2011-09-07,1.552
2014-11-28,16.167999
2014-04-22,13.667333
2017-03-02,16.551332
2018-07-09,20.533333
2019-07-26,14.816667
2018-01-26,22.380667
2010-11-19,1.98
2013-02-05,2.512
2016-03-23,14.802
2011-07-29,1.833333
2022-07-29,279.100006
2012-05-25,1.946667
2019-04-09,17.974001
2013-11-18,7.974
2016-05-16,13.861333
2014-03-13,15.6
2017-08-02,20.747999
2013-05-13,5.276667
2011-03-15,1.453333
2014-07-31,14.766667
2018-12-04,23.466667
2020-04-09,37.140667
2018-11-12,22.022667
2019-09-19,16.322666
2018-10-31,21.940001
2017-01-11,15.112
2022-04-18,324.470001
2021-11-03,384.206665
2021-12-30,351.049988
2016-10-05,13.874667
2013-01-18,2.254667
2015-08-14,16.118
2020-01-24,36.950668
2013-01-17,2.261333
2016-03-09,13.519333
2014-10-15,14.488
2016-01-21,13.001333
2017-03-07,16.554667
2019-10-24,19.280001
2017-09-13,23.972668
2021-09-07,246.419998
2019-01-30,19.899332
2019-03-06,18.292667
2018-10-09,16.886667
2021-09-13,236.28334
2011-02-01,1.569333
2018-09-04,19.200001
2019-07-12,15.980667
2017-11-10,20.123333
2018-01-30,22.811333
2015-07-24,17.594667
2016-01-20,12.75
2011-04-29,1.828
2022-07-13,225.03334
2010-08-10,1.254667
2012-06-12,1.920667
2021-12-16,307.283325
2022-04-04,357.51001
2021-04-06,227.123337
2014-11-19,16.373333
2013-05-16,5.910667
2014-05-14,12.473333
2016-05-24,14.345333
2017-07-10,20.208668
2011-11-29,2.108667
2016-01-14,12.892
2019-04-05,17.740667
2012-04-05,2.294
2021-02-08,284.916656
2019-12-02,21.912666
2011-08-05,1.522
2016-09-06,13.266667
2022-02-28,271.570007
2017-07-21,21.719999
2020-06-17,65.504669
2020-11-17,144.33667
2017-07-11,20.953333
2021-11-08,377.666656
2015-01-21,12.634
2018-09-21,19.691334
2017-11-21,20.580667
2010-10-14,1.36
2018-01-25,22.426666
2021-09-10,244.839996
2013-04-03,2.680667
2014-01-17,11.196667
2021-09-28,255.393326
2019-07-31,15.776667
2021-07-16,214.066666
2012-12-07,2.256667
2014-12-05,14.817333
2010-10-12,1.335333
2015-07-15,17.472
2011-04-27,1.775333
2011-12-29,1.903333
2012-12-21,2.238667
2012-10-26,1.801333
2018-06-01,18.922667
2014-01-08,9.917333
2015-03-31,12.560667
2022-02-07,300.90332
2013-04-17,2.969333
2018-08-06,22.788
2015-08-11,15.629333
2021-03-05,179.830002
2011-02-07,1.525333
2017-06-06,22.664667
2015-01-27,13.553333
2010-07-29,1.333333
2020-07-07,89.113998
2018-02-06,21.566668
2016-09-22,13.533333
2016-02-02,12.015333
2018-07-23,19.524
2018-08-15,22.142668
2014-06-16,13.750667
2017-10-13,23.578667
2014-12-12,13.633333
2021-10-01,254.529999
2016-03-22,15.504
2018-12-31,21.684
2011-05-17,1.714667
2016-05-09,13.786667
2013-09-13,10.810667
2011-01-21,1.514
2020-11-16,134.696671
2015-06-10,16.566668
2019-08-14,14.446
2016-04-12,16.242001
2016-12-14,13.117333
2015-09-02,15.985333
2020-02-03,44.901333
2017-07-25,22.276667
2017-11-06,19.934
2011-10-27,1.874
2021-12-17,303.013336
2013-10-24,10.855333
2019-05-08,16.280001
2012-12-11,2.297333
2010-10-15,1.35
2012-01-31,1.924667
2015-11-23,14.312
2017-01-05,14.796667
2018-03-01,22.004667
2011-04-13,1.654
2014-10-07,17.048668
2012-01-11,1.82
2013-11-12,9.078667
2021-10-14,271.116669
2018-10-25,20.067333
2019-03-12,18.737333
2016-12-30,14.112
2019-01-02,19.92
2018-11-13,22.146667
2018-07-20,20.780666
2016-08-12,14.936
2019-03-01,19.459999
2014-01-02,9.77
2015-10-23,13.846
2020-12-22,204.743332
2011-05-27,1.921333
2015-04-21,13.620667
2021-01-20,279.093323
2010-08-25,1.237333
2017-03-14,16.401333
2013-06-14,6.622
2022-01-27,276.333344
2018-07-06,20.133333
2016-07-11,14.634
2020-06-15,60.566666
2014-01-24,11.568667
2018-07-18,21.083332
2020-01-03,29.128
2010-06-30,1.553333
2020-01-15,34.452667
2012-12-06,2.233333
2010-09-22,1.32
2015-07-29,17.466667
2016-05-23,14.390667
2015-05-11,15.687333
2018-03-26,19.424
2020-09-10,120.186668
