Date,High
2020-05-20,55.066666
2016-12-09,12.922667
2017-05-22,20.958
2016-05-06,14.424667
2015-06-16,16.896
2012-08-03,1.836667
2016-12-20,13.933333
2022-02-16,308.809998
2019-10-02,16.309999
2011-05-26,1.984
2022-09-07,283.839996
2015-04-27,15.916667
2017-11-22,21.161333
2013-01-28,2.580667
2019-10-16,17.473333
2017-01-10,15.466667
2014-09-02,18.992666
2011-12-16,1.928667
2010-12-20,2.146
2018-10-29,23.143999
2018-06-01,19.463333
2017-01-04,15.2
2016-04-28,16.895332
2016-05-20,14.703333
2018-02-02,23.463333
2018-10-15,17.552
2017-08-30,23.564667
2015-01-30,13.831333
2015-09-15,16.973333
2015-04-30,15.526
2010-10-19,1.360667
2018-06-28,23.801332
2010-11-29,2.396667
2015-02-05,15.032
2015-01-22,13.549333
2019-09-04,15.230667
2017-11-15,20.832666
2019-04-26,16.445333
2016-04-01,16.526667
2021-02-24,248.333328
2011-12-06,2.332
2019-08-21,14.881333
2011-09-29,1.721333
2013-12-20,9.623333
2022-02-23,278.433319
2013-11-13,9.491333
2013-12-13,10.12
2017-11-07,20.433332
2011-07-05,1.968
2020-04-01,34.263332
2016-12-06,12.438667
2018-05-24,18.740667
2015-02-19,14.162667
2014-01-30,12.318667
2015-02-26,14.072667
2020-04-14,49.458668
2020-10-07,143.300003
2019-01-03,20.626667
2017-10-24,22.853333
2014-06-16,15.032667
2018-03-14,22.653999
2014-02-03,12.325333
2022-05-13,262.450012
2014-03-28,14.448
2014-09-17,17.646667
2011-02-14,1.609333
2014-04-24,14.186667
2018-12-06,24.492001
2022-03-03,295.480011
2019-01-09,22.9
2019-05-03,17.107332
2017-06-28,24.782667
2013-05-09,5.051333
2018-12-20,22.019333
2017-05-08,20.919333
2012-04-10,2.256667
2022-09-08,289.5
2016-03-07,13.98
2020-02-05,56.398666
2021-09-29,264.5
2014-12-23,14.954667
2013-08-28,11.433333
2012-08-27,1.98
2015-11-11,14.632
2013-02-27,2.360667
2014-11-28,16.445999
2018-09-11,18.799999
2012-04-16,2.246667
2022-08-12,300.160004
2016-01-13,14.176667
2014-07-01,16.229334
2011-12-09,2.074667
2016-03-21,15.992
2021-05-28,211.863327
2014-08-08,16.784
2020-05-22,55.452
2011-11-22,2.186
2020-12-24,222.029999
2010-08-06,1.344
2014-04-29,13.81
2011-05-06,1.846667
2019-03-11,19.418667
2020-08-11,94.666664
2016-02-01,13.301333
2013-11-05,12.095333
2016-12-02,12.325333
2012-08-14,2.078
2012-03-28,2.562667
2017-08-09,24.666668
2016-09-23,14.012
2021-09-17,253.679993
2021-12-15,326.25
2016-10-20,13.533333
2014-10-02,16.852667
2010-11-09,1.712667
2014-03-12,16.5
2010-11-01,1.516667
2016-03-09,13.958
2020-02-19,62.985332
2014-07-08,14.730667
2020-05-12,56.219334
2017-04-13,20.492666
2021-06-09,203.929993
2019-07-17,17.220667
2014-06-13,13.786
2018-08-10,24.0
2011-07-07,2.0
2010-09-08,1.396667
2022-08-02,307.833344
2021-09-07,253.399994
2014-05-08,12.96
2022-07-11,253.063339
2012-06-21,2.285333
2014-02-24,14.557333
2012-07-09,2.122
2020-03-31,36.197334
2012-11-29,2.266667
2016-04-18,17.220667
2010-08-12,1.193333
2019-10-22,17.222
2013-10-09,11.666
2011-09-02,1.599333
2012-04-05,2.362667
2018-06-21,24.414
2011-06-07,1.959333
2011-06-21,1.848667
2016-02-05,11.533333
2019-10-31,21.266666
2022-02-14,299.626678
2020-05-05,53.261333
2012-11-15,2.096
2010-11-23,2.378667
2022-02-28,292.286682
2012-01-06,1.852667
2019-04-15,17.925333
2020-10-06,142.926666
2022-04-22,344.950012
2017-07-27,23.166668
2011-06-03,2.1
2013-01-02,2.363333
2017-06-06,23.966
2020-10-22,148.410004
2021-01-26,298.633331
2010-07-09,1.193333
2020-03-23,29.466667
2018-05-01,20.054667
2010-10-15,1.393333
2012-11-13,2.133333
2011-09-27,1.799333
2012-05-18,1.897333
2016-06-20,14.916667
2018-10-03,20.306667
2013-04-24,3.403333
2019-06-04,12.932
2017-02-15,18.816
2011-10-19,1.870667
2018-04-16,19.977333
2013-10-29,11.03
2021-12-31,360.666656
2012-02-23,2.331333
2015-04-07,13.670667
2013-08-09,10.396667
2012-03-05,2.293333
2021-06-23,219.066666
2017-02-08,17.557333
2019-01-25,19.901333
2016-06-09,15.688667
2013-10-31,10.829333
2017-03-01,16.99
2015-12-07,15.708667
2021-06-21,210.463333
2016-09-08,13.326
2018-06-18,24.915333
2022-06-06,244.866669
2014-01-09,10.228667
2016-08-16,15.146
2011-10-28,2.0
2019-12-23,28.134001
2020-10-01,149.626663
2016-04-08,17.388
2022-04-25,336.206665
2017-07-03,24.756666
2012-12-05,2.279333
2019-08-15,14.770667
2012-05-07,2.172
2015-01-28,13.758
2015-08-14,16.528667
2022-06-21,243.57666
2013-07-03,7.95
2018-07-17,21.649332
2021-11-08,399.0
2021-04-19,241.800003
2011-11-17,2.326667
2019-02-25,20.193333
2014-10-30,16.033333
2017-09-11,24.247334
2017-02-22,18.896667
2017-05-03,21.435333
2018-11-15,23.238667
2016-03-03,13.161333
2019-05-08,16.706667
2010-12-08,2.166
2011-02-17,1.699333
2013-10-17,12.32
2020-08-26,144.399994
2017-12-20,22.206667
2011-08-31,1.7
2021-05-03,235.333328
2017-06-01,22.992001
2016-10-19,13.777333
2015-02-13,13.732667
2015-08-06,17.0
2019-10-28,22.722668
2022-05-17,254.82666
2021-10-28,360.333344
2021-08-24,238.406662
2018-05-10,20.865999
2014-07-10,14.814667
2012-04-13,2.269333
2015-03-03,13.349333
2018-01-18,23.486668
2020-10-15,152.190002
2021-05-06,227.006668
2012-02-10,2.151333
2019-12-13,24.347334
2020-02-12,52.650002
2019-09-17,16.373333
2013-04-02,3.033333
2015-06-01,16.773333
2010-08-05,1.436667
2012-08-13,2.086667
2019-05-31,12.661333
2015-09-29,16.982
2014-03-13,16.279333
2017-04-17,20.266666
2011-03-25,1.533333
2017-05-15,21.346666
2011-11-14,2.236
2016-11-28,13.29
2022-01-26,329.230011
2011-11-01,1.928
2018-12-07,25.299334
2016-12-08,12.833333
2010-08-03,1.463333
2022-03-21,314.283325
2021-05-11,209.03334
2012-04-11,2.219333
2017-11-16,21.209333
2016-09-27,13.998667
2018-07-11,21.462667
2012-06-18,2.155333
2018-02-28,23.682667
2016-07-21,15.19
2021-03-09,226.029999
2014-05-29,14.166
2022-06-16,225.166672
2020-05-08,54.933334
2016-08-02,15.324667
2021-08-25,238.990005
2021-04-05,236.053329
2010-11-17,2.05
2022-07-27,275.926666
2010-07-20,1.456667
2022-06-03,247.796661
2010-11-08,1.666667
2011-01-03,1.8
2014-09-19,17.428667
2022-07-20,250.66333
2018-03-15,22.190001
2019-02-19,20.769333
2020-06-24,66.725334
2012-10-12,1.915333
2014-11-26,16.6
2017-02-17,18.192667
2011-06-01,2.006667
2022-04-05,384.290009
2017-07-10,21.195999
2011-04-06,1.800667
2017-09-29,22.978666
2018-01-02,21.474001
2015-04-15,13.972667
2020-10-28,139.53334
2021-05-05,228.433334
2021-10-11,267.079987
2015-12-23,15.563333
2021-09-30,263.043335
2016-10-21,13.438
2019-07-02,15.276667
2021-10-19,292.649994
2022-01-24,311.170013
2020-12-09,218.106674
2021-03-26,214.606674
2019-09-10,15.702667
2016-07-05,14.302667
2017-01-23,16.726
2019-11-18,23.543333
2015-02-18,13.744667
2019-03-21,18.43
2020-03-10,44.533333
2013-01-16,2.282
2019-12-10,23.382
2017-05-24,20.733334
2017-06-08,24.793333
2014-08-07,17.112667
2015-02-12,13.539333
2020-01-02,28.713333
2013-08-30,11.280667
2013-07-09,8.354667
2013-11-15,9.196667
2010-12-14,2.026
2017-01-30,17.019333
2017-11-08,20.459333
2013-07-30,9.166
2013-12-02,8.57
2022-02-17,306.166656
2012-05-17,1.986
2019-02-12,21.212667
2010-07-27,1.412
2018-07-31,19.888
2015-06-04,16.620001
2010-09-10,1.395333
2013-09-19,12.031333
2013-09-03,11.58
2016-01-12,14.249333
2021-03-04,222.816666
2015-07-16,17.813334
2022-06-22,246.833328
2012-03-12,2.419333
2014-01-23,12.158667
2015-01-27,13.868667
2011-06-22,1.883333
2016-09-28,13.883333
2015-05-20,16.516001
2015-02-23,14.546667
2013-01-23,2.416
2021-09-14,251.490005
2019-11-20,24.08
2019-07-01,15.54
2011-12-27,1.918
2012-10-26,1.853333
2020-05-19,54.804668
2013-05-08,3.88
2017-12-14,23.162666
2014-05-28,14.184667
2022-06-29,231.17334
2020-10-27,143.5
2018-06-07,22.0
2018-01-31,23.746
2013-12-16,10.028667
2013-04-30,3.878667
2020-09-01,167.496674
2015-10-16,15.365333
2011-08-17,1.776667
2012-02-14,2.252667
2010-11-12,2.033333
2015-11-16,14.332
2011-03-18,1.546
2015-06-29,17.73
2021-08-09,239.676666
2012-07-11,2.112
2014-04-25,13.78
2012-12-28,2.243333
2021-12-07,352.556671
2016-05-17,13.988
2011-04-19,1.684
2014-04-11,13.8
2016-08-19,15.011333
2020-10-13,149.630005
2021-04-29,234.083328
2013-11-07,9.71
2015-04-02,12.882
2019-01-14,22.833332
2015-04-17,13.792
2014-04-23,14.449333
2022-04-06,359.666656
2021-01-25,300.133331
2021-03-10,239.28334
2015-03-06,13.383333
2013-12-27,10.366667
2013-04-16,3.076
2020-04-20,51.037998
2011-11-09,2.099333
2015-03-20,13.266
2019-09-05,15.32
2019-01-07,22.449333
2022-01-28,285.833344
2018-12-13,25.162666
2012-11-27,2.177333
2010-11-15,2.196
2010-10-08,1.386
2015-07-14,17.732668
2012-07-17,2.347333
2013-04-08,2.836667
2011-04-27,1.824
2019-03-26,18.017332
2012-11-05,2.105333
2017-08-07,23.965334
2021-09-08,254.816666
2016-07-07,14.541333
2020-07-30,100.882668
2014-08-21,17.253332
2011-03-02,1.618667
2019-05-09,16.245333
2016-06-14,14.813333
2020-02-21,60.870667
2013-08-01,9.101333
2016-02-22,11.927333
2013-04-12,3.009333
2013-06-04,6.428
2020-05-29,55.666668
2015-01-14,13.013333
2013-10-15,12.586
2019-06-19,15.184667
2012-07-31,1.864667
2018-11-02,23.280001
2019-10-07,15.904
2010-09-27,1.387333
2014-10-14,15.498
2016-04-06,17.849333
2016-10-07,13.421333
2017-07-28,22.639999
2014-09-22,17.068001
2020-03-09,44.200001
2022-01-04,402.666656
2013-12-17,10.308667
2016-09-19,13.962
2011-07-06,1.942667
2018-02-16,22.874666
2014-07-09,14.948
2017-05-30,22.418667
2017-07-12,22.206667
2022-02-09,315.42334
2019-06-14,14.443333
2012-10-02,1.992667
2018-11-13,22.98
2014-01-10,9.926667
2014-12-10,14.451333
2015-08-21,16.253332
2015-08-26,15.2
2020-08-27,153.039993
2015-05-18,16.66
2015-10-20,15.24
2022-01-10,353.033325
2012-01-12,1.908
2010-10-11,1.38
2020-05-13,55.066666
2015-08-05,18.066668
2010-12-01,2.428
2016-02-16,10.863333
2022-01-19,351.556671
2016-05-04,15.630667
2018-03-05,22.516666
2012-01-25,1.867333
2011-08-23,1.540667
2022-05-12,253.220001
2015-06-30,18.061333
2021-04-22,251.256668
2016-09-06,13.55
2021-03-03,233.566666
2022-07-25,274.146667
2010-10-29,1.456667
2015-03-11,13.078667
2018-08-08,25.509333
2011-06-06,2.008667
2015-11-23,14.612
2013-04-03,2.898
2018-10-17,18.846666
2022-08-19,300.359985
2011-03-14,1.6
2016-05-26,15.017333
2021-05-12,206.803329
2020-07-21,111.666664
2013-01-17,2.323333
2016-03-22,15.932667
2018-10-23,19.862
2021-12-22,338.553345
2017-02-21,18.76
2011-01-12,1.826667
2020-01-22,39.633331
2013-10-16,12.486667
2011-12-01,2.266
2013-05-01,3.732667
2018-03-20,21.083332
2012-09-20,2.1
2011-07-13,1.935333
2021-10-01,260.26001
2014-01-06,10.026667
2016-08-15,15.3
2011-05-25,1.934
2013-03-13,2.632667
2017-05-11,21.733334
2017-08-16,24.433332
2022-07-06,234.563339
2019-09-18,16.544666
2013-04-01,3.112
2015-04-29,15.664667
2016-03-17,15.233333
2011-04-15,1.745333
2021-12-14,322.136658
2012-05-03,2.266667
2014-11-03,16.504
2012-02-13,2.137333
2012-02-28,2.296
2022-04-28,300.0
2011-07-15,1.855333
2017-05-05,20.57
2015-03-26,12.986
2021-09-20,247.333328
2013-04-29,3.666
2017-02-23,17.643999
2018-04-26,19.052668
2021-11-17,373.213318
2011-09-07,1.6
2016-05-23,14.84
2016-06-10,15.198
2019-02-06,21.615999
2014-04-21,13.746667
2020-11-12,141.0
2014-10-08,17.525333
2017-09-26,23.416
2018-11-06,23.253332
2012-07-23,2.086667
2017-11-30,20.713333
2019-11-15,23.52
2017-12-15,22.926666
2016-01-14,14.0
2013-11-14,9.36
2013-10-24,11.633333
2021-12-29,368.0
2012-10-19,1.88
2015-11-04,15.516
2018-11-30,23.440001
2013-05-16,6.333333
2015-10-21,14.320667
2022-08-26,302.0
2016-03-08,13.833333
2016-01-29,12.916
2014-05-30,14.32
2020-03-05,49.716667
2014-06-02,13.956667
2013-01-14,2.225333
2021-04-13,254.333328
2021-07-21,221.619995
2016-01-26,13.188
2012-06-11,2.066667
2012-06-29,2.186667
2015-01-12,13.631333
2020-07-16,102.113998
2014-05-15,12.844
2011-02-07,1.550667
2022-04-08,349.480011
2014-06-10,13.798
2021-02-19,265.59668
2014-02-07,12.442
2018-02-09,21.398666
2017-03-15,17.4
2022-08-24,303.646667
2011-06-23,1.848
2017-12-26,21.596001
2017-04-28,20.986668
2017-07-18,21.941999
2014-12-15,13.986667
2020-12-07,216.263336
2018-12-10,24.398666
2020-10-05,144.546661
2014-10-13,15.930667
2017-03-06,16.780001
2010-11-11,1.94
2020-11-09,150.833328
2020-01-23,38.799999
2016-06-24,13.008
2016-10-04,14.221333
2020-09-03,143.933334
2012-09-25,1.965333
2020-06-26,66.333336
2019-12-27,29.020666
2021-11-05,413.290009
2021-04-12,234.933334
2015-10-02,16.513332
2010-09-23,1.342667
2011-06-17,1.846667
2021-08-12,240.933334
2013-03-04,2.388667
2015-05-14,16.326
2011-01-14,1.772
2020-05-06,52.653332
2013-07-16,8.421333
2016-09-01,14.073333
2016-02-10,10.331333
2014-02-13,13.514667
2012-07-05,2.111333
2015-07-07,18.346666
2018-01-17,23.266666
2018-03-26,20.506001
2021-02-05,288.256653
2016-11-17,12.632667
2019-08-12,15.718
2011-07-19,1.874
2014-05-16,12.802667
2022-05-06,296.0
2013-01-04,2.32
2021-05-24,204.82666
2012-10-18,1.932667
2011-10-03,1.666667
2014-10-10,16.392668
2014-05-06,14.577333
2014-06-27,16.0
2013-04-15,2.92
2012-01-27,1.981333
2021-03-08,206.710007
2012-11-26,2.153333
2011-06-30,1.955333
2020-01-30,43.391998
2022-05-04,318.5
2011-08-19,1.614667
2015-07-13,17.503332
2022-05-31,259.600006
2011-04-29,1.858
2022-06-10,239.5
2014-06-19,15.687333
2017-11-27,21.156
2015-07-29,17.859333
2011-02-11,1.583333
2016-04-14,17.122667
2016-07-28,15.384
2022-09-16,303.709991
2016-11-30,12.792667
2011-08-09,1.696667
2022-05-03,308.026672
2019-12-24,28.364668
2022-05-11,269.92334
2013-09-18,11.163333
2021-11-02,402.863342
2020-12-21,222.833328
2017-06-19,25.113333
2021-07-20,220.796661
2021-01-05,246.946671
2011-04-07,1.862667
2014-05-21,13.324667
2012-11-12,2.094667
2021-08-06,238.776672
2012-04-25,2.199333
2015-11-10,14.913333
2019-08-19,15.188667
2020-04-24,48.715332
2020-01-03,30.266666
2020-08-18,128.259995
2010-09-21,1.436667
2018-05-21,19.432667
2017-05-10,21.700001
2014-10-07,17.430668
2017-11-29,21.200001
2012-05-09,2.051333
2021-05-19,188.736664
2014-08-15,17.472668
2021-12-01,390.946655
2016-04-19,16.958
2019-08-01,16.300667
2014-04-04,15.218
2017-04-20,20.610001
2018-10-08,17.850668
2014-07-03,15.46
2019-11-14,23.589333
2018-10-26,22.66
2018-01-29,23.389999
2014-01-08,10.246667
2010-10-07,1.376
2013-11-19,8.6
2015-03-27,12.619333
2012-12-11,2.366667
2015-02-25,13.809333
2010-12-17,2.102667
2010-08-02,1.398
2021-10-21,300.0
2019-02-15,20.533333
2012-02-02,2.058667
2019-07-22,17.476667
2019-11-29,22.084
2021-11-12,351.5
2013-05-06,3.977333
2017-10-06,24.006666
2013-09-20,12.388667
2015-07-22,17.962667
2017-06-21,25.132668
2013-03-07,2.576667
2021-07-28,218.323334
2018-10-10,17.700666
2020-11-18,165.333328
2018-08-31,20.354
2013-07-10,8.216667
2016-02-11,10.884
2019-07-09,15.4
2017-06-23,25.799334
2021-05-10,221.683334
2020-07-01,75.688667
2011-01-27,1.672
2017-04-05,20.325333
2012-08-02,1.79
2012-06-07,1.991333
2014-06-18,15.447333
2022-09-01,277.579987
2022-03-11,281.266663
2014-07-17,14.703333
2019-09-16,16.495333
2018-05-09,20.467333
2018-09-17,20.058001
2011-12-08,2.11
2016-02-02,12.874667
2019-07-31,16.445333
2012-05-15,2.064
2020-01-27,37.629333
2020-10-02,146.376663
2021-05-07,230.0
2011-06-27,1.885333
2019-01-15,23.253332
2011-09-09,1.571333
2018-09-19,20.0
2010-11-22,2.23
2018-08-15,22.966
2013-03-25,2.568
2012-12-17,2.3
2012-06-26,2.156667
2017-11-20,21.033333
2012-09-04,1.932667
2017-11-02,20.579332
2012-01-11,1.892
2014-09-09,19.032667
2012-03-21,2.353333
2011-02-16,1.664667
2011-11-25,2.160667
2013-02-19,2.619333
2011-09-23,1.774667
2015-10-23,14.356667
2020-12-17,219.606674
2011-07-01,1.973333
2019-11-11,23.279333
2011-07-26,1.918
2017-08-28,23.156668
2017-03-13,16.456667
2016-12-19,13.63
2018-03-29,18.063999
2012-06-13,2.042667
2017-12-22,22.061333
2012-08-24,2.016
2018-11-16,23.713333
2015-05-29,16.858
2012-07-16,2.4
2013-09-27,12.752
2013-05-20,6.166667
2011-07-28,1.903333
2020-12-10,209.25
2014-02-28,16.845333
2016-03-30,15.7
2016-11-21,12.592667
2020-02-27,49.318001
2014-09-05,18.860001
2018-04-02,17.355333
2012-04-26,2.234667
2011-03-10,1.632667
2011-03-31,1.914
2020-02-14,54.198002
2019-06-28,15.011333
2018-05-08,20.516666
2020-03-30,34.443333
2015-03-04,13.501333
2013-08-12,10.033333
2022-03-23,346.899994
2020-09-17,145.929993
2017-06-05,23.229334
2012-08-17,2.047333
2015-10-15,14.782
2016-02-26,12.8
2014-05-09,12.226667
2012-06-22,2.265333
2020-05-18,55.647999
2015-06-09,17.182667
2017-08-17,24.219999
2018-04-19,20.067333
2010-08-31,1.319333
2012-09-11,1.877333
2013-11-04,11.692667
2014-09-25,16.997334
2010-10-27,1.425333
2018-02-05,22.964666
2018-09-14,19.822001
2021-07-14,226.203339
2021-06-30,230.936661
2016-11-02,12.846667
2011-08-01,1.932
2020-03-11,43.571999
2018-02-14,21.744667
2011-11-18,2.274
2016-06-27,13.254
2018-02-22,23.162666
2014-08-13,17.709333
2016-06-23,13.17
2014-08-25,17.578667
2015-01-13,13.840667
2012-08-23,2.056667
2021-12-06,340.546661
2013-08-19,9.825333
2010-09-24,1.346
2016-01-05,15.126
2012-08-29,1.909333
2016-06-07,15.629333
2012-09-13,1.966667
2012-07-12,2.200667
2018-07-30,19.74
2019-06-13,14.326667
2012-01-04,1.911333
2012-06-25,2.274667
2021-04-08,229.850006
2019-04-11,18.033333
2020-05-26,55.639999
2020-06-09,63.629333
2015-03-10,12.9
2011-09-16,1.722667
2018-10-22,17.457333
2012-04-24,2.146667
2015-09-14,16.950001
2011-06-14,1.98
2018-07-09,21.234667
2012-04-02,2.531333
2011-01-07,1.905333
2020-05-28,54.983334
2014-07-07,15.318667
2019-03-14,19.692667
2013-03-19,2.373333
2013-12-05,9.556667
2017-05-16,21.337334
2019-05-17,14.816
2020-04-07,37.666668
2010-09-01,1.379333
2014-10-06,17.499332
2011-12-13,2.062
2015-07-09,17.530001
2016-11-10,12.774
2021-06-07,203.333328
2011-03-15,1.530667
2016-09-20,13.85
2022-07-29,298.320007
2010-11-16,2.093333
2018-10-16,18.492001
2020-08-21,139.699326
2015-08-12,15.984667
2014-12-11,14.362
2014-02-10,13.286667
2018-09-12,19.5
2013-09-10,11.166667
2018-09-25,20.306667
2010-12-22,2.190667
2018-03-19,21.383333
2019-02-26,20.134001
2015-10-13,14.834667
2017-06-13,25.066668
2012-10-09,1.941333
2012-01-05,1.862
2011-05-20,1.885333
2020-04-03,34.366001
2018-08-17,21.784666
2016-04-12,16.786667
2010-12-28,1.783333
2011-01-06,1.866667
2010-10-12,1.352
2021-05-27,210.376663
2022-05-19,244.666672
2011-03-04,1.666
2021-07-26,222.733337
2017-12-28,21.054667
2019-05-15,15.496
2016-12-22,13.999333
2016-08-04,15.390667
2016-09-16,13.713333
2021-04-28,236.166672
2015-08-07,16.248667
2019-07-26,15.350667
2012-02-09,2.193333
2016-08-12,15.11
2019-08-16,14.816
2017-06-15,25.030666
2018-09-10,19.068666
2013-03-06,2.525333
2013-09-05,11.433333
2020-10-23,140.963333
2019-04-03,19.744667
2021-09-16,252.970001
2012-05-21,1.950667
2019-06-18,15.649333
2020-07-02,81.866669
2015-10-01,16.566668
2014-05-13,12.756
2022-01-27,311.796661
2018-09-04,19.879333
2013-06-03,6.508
2011-02-28,1.606667
2021-02-10,281.606659
2021-05-21,198.893326
2015-05-27,16.633333
2010-08-26,1.351333
2013-07-05,8.018667
2018-08-22,21.591999
2021-01-28,282.666656
2011-04-13,1.712667
2017-05-25,21.131332
2010-12-16,2.060667
2016-07-15,14.85
2019-02-22,19.766666
2012-12-10,2.32
2017-03-16,17.716667
2014-03-25,15.136667
2014-08-19,17.288668
2014-10-23,15.752
2019-09-20,16.463333
2018-08-27,21.496
2022-06-28,249.970001
2013-01-10,2.266
2015-09-30,16.826668
2012-09-17,2.185333
2018-03-12,23.147333
2014-01-14,10.8
2016-04-11,17.266001
2017-03-27,18.038
2013-05-10,5.4
2022-02-07,315.92334
2013-01-03,2.363333
2020-06-03,59.862667
2019-10-14,17.236668
2013-05-30,7.302667
2012-02-01,1.98
2019-03-28,18.688667
2022-06-30,229.456665
2017-08-25,23.712667
2015-06-24,17.823334
2019-04-12,18.129999
2017-12-29,21.094
2020-09-16,152.596664
2019-09-27,16.580667
2011-02-03,1.593333
2011-11-10,2.1
2018-10-04,19.6
2011-03-01,1.621333
2018-05-31,19.358
2013-09-30,12.966667
2013-06-28,7.296
2021-11-09,391.5
2022-04-11,336.156677
2015-09-25,17.794001
2016-11-16,12.315333
2022-05-18,253.5
2022-09-14,306.0
2015-03-13,12.783333
2015-05-01,15.451333
2012-04-18,2.183333
2018-05-17,19.279333
2019-09-30,16.265333
2018-07-19,21.569332
2021-10-27,356.959991
2019-06-05,13.418667
2022-03-28,365.959991
2014-11-24,16.506666
2020-12-16,210.833328
2020-09-29,142.833328
2014-07-16,14.986667
2015-08-10,16.198
2016-01-28,12.752
2020-06-18,67.946671
2017-10-13,23.899332
2019-06-03,12.445333
2020-07-08,94.484001
2019-06-21,14.812
2019-04-18,18.322666
2017-09-05,23.699333
2017-12-04,20.551332
2012-09-10,1.956667
2022-05-24,217.973328
2020-07-22,108.428001
2012-07-02,2.12
2019-02-11,21.24
2021-07-27,222.166672
2019-11-25,22.971333
2011-01-13,1.798
2016-11-25,13.149333
2020-06-05,59.101334
2010-07-19,1.483333
2012-01-20,1.8
2022-09-19,309.839996
2013-10-14,12.166667
2022-07-12,239.773331
2018-01-09,22.586666
2022-03-08,283.329987
2010-10-04,1.411333
2020-02-28,46.034668
2018-12-03,24.4
2015-07-21,18.233334
2020-11-03,142.589996
2011-09-19,1.720667
2019-07-10,15.929333
2010-09-02,1.416
2013-05-22,6.064
2014-04-30,13.877333
2018-05-14,20.329332
2012-04-03,2.564667
2017-10-20,23.636667
2014-05-22,13.792
2013-05-03,3.764667
2016-02-17,11.289333
2017-02-10,18.063334
2021-09-22,251.223328
2017-07-07,21.133333
2010-08-24,1.314
2018-10-11,17.483334
2018-02-15,22.274668
2016-05-18,14.354
2017-09-15,25.333332
2013-07-24,8.3
2019-12-02,22.425333
2019-08-09,15.930667
2020-11-06,145.523331
2010-08-09,1.332
2021-11-23,393.5
2019-03-04,19.933332
2011-08-05,1.692
2015-04-16,13.944667
2020-11-04,145.133331
2015-01-29,13.732
2017-01-20,16.4
2018-10-02,21.122667
2013-02-14,2.583333
2019-05-21,13.826667
2015-07-28,17.693333
2015-12-11,15.05
